at_gw1,at_gw2,at_gw3,window,rip,gw1,gw2,gw3,rmse_mack,rmse_look,min_mack,min_look,max_mack,max_look
0.449206896,0.780549279,0.738831187,5,1.469313585,1.032156178,0.720186262,0.844778426,0.540447792,2.401354944,-0.07136127,-1.611119621,-0.519238726,-3.034769137
0.823670421,0.379290036,0.849115362,12,1.406067369,1.210297373,1.197185125,0.791475148,1.545113325,2.112112867,1.478829061,-1.062790259,1.018057413,-2.83648202
0.642332627,0.114689348,0.405651994,7,0.808570909,1.868898851,1.801076357,0.643362989,1.787875396,2.16197428,0.735132773,-2.905253441,2.499458877,0.522575527
0.002071516,0.678030848,0.23755217,6,0.967926587,1.516894155,1.725225906,1.351775027,2.290771561,2.444056302,-2.768324229,-2.915300395,-1.127875058,-1.477280385
0.954291605,0.127875941,0.306666612,7,1.575539928,0.56537188,1.901314613,1.768357217,2.794851044,2.651916889,2.599604214,-1.578373206,2.548068565,-3.402638389
0.250758968,0.263356144,0.984714863,3,1.627843261,0.51078298,1.123928439,1.943769881,1.332297504,2.463243854,-1.237880743,-1.760373361,-1.322153031,-3.090317136
0.905381336,0.647251359,0.107141181,10,0.661228369,1.36121342,1.468456996,0.541082088,3.428938752,2.202659575,1.732921533,-1.274479461,4.792430788,3.125094001
0.434594208,0.012509278,0.895787449,2,1.50444934,1.307256785,1.949165964,1.1915242,0.698665638,3.214358225,-0.152527063,-2.443694268,-0.58495622,-3.965399191
0.25632653,0.574114119,0.773528462,5,0.874100333,1.921300557,1.751096406,0.589412001,1.158297199,1.824754681,-1.356136309,-2.377468784,0.473566483,0.430151457
0.151536176,0.50504825,0.845465988,11,1.811174432,1.475281587,0.603080681,1.202201819,2.013956164,3.441616167,-1.858290115,-2.972494018,-2.163978864,-3.968300704
0.880536373,0.191825795,0.054241076,11,0.776777179,1.005418946,1.639128557,1.920534233,3.028425656,1.995071786,1.556004709,-2.674746231,4.175453808,0.163678711
0.708341644,0.138168634,0.75342066,7,0.932960182,1.386899751,0.916962797,1.023579426,1.832640656,1.43889968,1.164347479,-1.724735144,2.161534663,-0.120269836
0.367272688,0.502291955,0.222412802,8,0.9747931,1.410706824,1.825176091,1.021402314,0.744486075,2.192062583,-0.767026523,-2.48200111,0.258546801,-1.427486345
0.951948721,0.743001448,0.363030571,10,1.179350031,1.160440328,1.563502642,1.799633142,2.450761476,1.717076559,2.337175221,-0.261299908,2.024061847,-2.162550252
0.895761415,0.777736927,0.405406187,10,1.095451826,0.543321361,1.585241528,1.320048519,2.159240823,1.44560625,1.979762617,-0.262108046,1.850523936,-1.707782603
0.414201714,0.970017343,0.553324896,8,1.83565737,1.808510746,1.28480958,0.98589679,0.713654694,2.10399395,-0.371926848,-1.135260919,-0.955938335,-2.882851058
0.543337459,0.931282486,0.373442922,9,1.811970286,1.87267359,1.973458063,0.552480594,0.500757933,1.671824959,0.283811727,-0.43580253,-0.350821741,-2.446160373
0.952544687,0.846721388,0.921441016,6,0.739426586,0.714520993,0.595667062,1.392814372,4.069805534,2.679857418,2.386459427,0.276988766,5.603523485,3.715314865
0.186637811,0.009342882,0.865813578,7,1.371887176,1.43797893,1.899839495,0.667613306,1.771908641,4.070797248,-1.602847578,-3.532024285,-1.938979117,-4.68196517
0.165671989,0.346956795,0.528916816,2,0.655060986,1.010011618,0.518558429,0.872752619,2.407389283,3.449490885,-2.425636843,-5.018357206,3.171742828,3.026121395
0.240938968,0.392959521,0.606820138,6,1.146638372,0.918949528,1.410615169,0.729272832,1.438738747,3.240961527,-1.30320599,-2.707970049,-1.530551737,-3.835924576
0.790244816,0.967525895,0.408012203,9,1.876849316,1.882237483,0.837536862,0.669353684,1.615704687,1.671355222,1.61449275,-0.376663439,1.059853483,-2.20749812
0.154776597,0.379489159,0.159231562,11,0.608290927,1.716666881,1.330905045,1.349524014,2.154739286,3.23065961,-2.530441816,-4.791333552,2.214645091,1.985358986
0.670741704,0.449954033,0.46965751,8,1.48234069,1.172163731,0.760545339,0.583798029,1.043238432,2.418129042,0.988558401,-1.550095885,0.54945406,-3.162324095
0.166084614,0.841774023,0.321588712,11,0.576013919,0.530040019,0.676779314,1.162719961,3.2531444,3.635910623,-2.885070031,-5.043887836,4.874354267,3.833479441
0.138786502,0.429130623,0.074233882,9,1.580752596,1.311024348,0.502967768,0.558444795,2.026674378,4.279255836,-1.897738674,-3.967855739,-2.147120231,-4.666357105
0.670118001,0.044892022,0.311086819,10,0.793852091,1.640817651,1.338345616,1.959256733,1.875726558,2.148967376,0.619593748,-2.892145679,2.728476077,0.133322822
0.039102516,0.638989057,0.65455194,3,0.710815851,1.771768653,1.027021193,1.567338904,2.229870013,2.573927618,-2.953280658,-3.626969123,1.106354134,1.872914888
0.164241522,0.260064579,0.629995113,2,1.182477472,0.561022192,0.945788488,1.611790879,1.76846251,3.355389655,-1.734108792,-2.84765227,-1.737046281,-3.894848101
0.106918234,0.062633102,0.682804795,9,1.50040827,1.205142874,1.764092299,1.466132732,2.166024963,3.823251378,-2.064644475,-3.238534372,-2.250500453,-4.490585203
0.973179287,0.321980568,0.423154466,2,1.419798998,0.588421051,1.961010341,0.947970203,3.312968572,1.9743826,2.803621909,-0.699201051,2.96715578,-2.607834953
0.873398422,0.692388501,0.536180779,7,1.037442336,0.868858857,1.845502252,1.251005918,2.485586049,1.033125343,2.127033185,-0.097455838,2.48086448,-0.883762872
0.813283844,0.56141541,0.990567486,3,1.137590301,1.882307373,1.337965863,0.704437697,2.215695323,1.418204951,2.071464659,0.011179669,1.686359272,-1.899545938
0.645366213,0.192187877,0.797419741,11,0.649035274,1.853554205,0.726411505,1.534319871,2.104601445,2.255705124,0.295882426,-2.388294468,3.320779162,2.732482227
0.874764607,0.265691497,0.164832708,8,1.13840248,1.529401572,0.932311295,0.670204536,2.188145058,2.15539225,2.130953131,-1.185257597,1.738598326,-2.777203033
0.023850139,0.275402358,0.970974365,4,1.439893119,0.763534754,1.674142279,1.670498023,2.475219335,2.923294914,-2.479771829,-2.309719215,-2.420148955,-3.565294384
0.991109733,0.03415211,0.643449613,3,1.48936404,0.81621647,1.262954338,1.766639759,3.349282962,1.845616602,3.015832717,-0.529280922,3.12443928,-2.352627684
0.593025547,0.391725099,0.202770282,8,1.780672402,1.558322274,1.631356673,0.809556211,0.669548878,2.873035848,0.591474571,-1.974314345,0.040801023,-3.726752917
0.591387235,0.394126638,0.084798118,13,1.466334945,1.523199894,0.848342348,1.684665097,0.545150885,3.359928186,0.250763005,-2.521086298,-0.33509729,-4.192489349
0.919599987,0.955373071,0.021723121,3,1.05599761,1.216072593,1.313850478,1.135516862,2.997995019,1.152597956,2.607118275,0.256786888,2.768496195,-0.817723859
0.146421259,0.477872576,0.126711031,9,0.983747584,1.716942293,1.670393897,0.66039966,1.692417151,2.779268451,-1.971088921,-3.300012912,-0.917714243,-1.790537196
0.733161303,0.745301653,0.343991686,11,1.780173903,0.658016522,1.798321979,1.607302922,1.183711567,2.040495706,1.057640958,-0.851693177,0.708560663,-2.866557213
0.086527569,0.945241507,0.600183607,13,0.52730347,1.926316771,1.017775508,1.912197921,2.427017511,2.9840127,-3.04306121,-3.886770316,2.169261191,3.148915942
0.138359787,0.341340917,0.634622126,9,1.233391004,0.679525315,1.438472637,1.479820749,1.955954906,3.364271821,-1.928643428,-2.790960435,-1.94775906,-3.995679646
0.085200243,0.066425258,0.088024216,12,0.542416544,0.878294098,1.746835669,1.036047471,3.144290877,3.890821218,-3.343022526,-6.049114546,4.147166362,2.445722754
0.083319443,0.562108806,0.085996731,11,1.186360444,1.795756541,0.606945675,1.236326017,2.365758486,4.317469675,-2.183407537,-3.883375705,-2.536627996,-4.847012896
0.830184765,0.424551328,0.686361834,3,1.523140967,1.789814666,0.717892801,1.726201641,2.321242808,1.58682055,2.16299063,-0.137593659,1.812113287,-2.150108239
0.431582707,0.988868575,0.137772536,8,1.999859488,1.89733603,1.406241531,1.973116214,0.646933875,2.562204675,-0.27200957,-1.513850418,-0.883335231,-3.492388336
