at_gw1,at_gw2,at_gw3,window,rip,gw1,gw2,gw3,hyp_lag,hyp_frac1,hyp_frac2,hyp_frac3,rmse_mack,rmse_look,min_mack,min_look,max_mack,max_look
0.68049457,0.05165135,0.921538833,3,0.930757609,1.665993812,0.814218797,1.761976878,8,0.06299792,0.063852508,0.959277042,1.830272225,1.634488177,1.307020571,0.62209964,1.939092182,-1.945988168
0.60061739,0.681868863,0.946963366,9,0.9704935,1.222955626,1.324925728,0.862693253,5,0.927801118,0.085278534,0.369489824,1.054377177,1.353667574,0.944400289,0.501846714,0.286018845,-1.965940209
0.826265769,0.441325341,0.614680361,9,1.176346732,1.813656689,1.127428501,1.451329593,12,0.245122443,0.779667164,0.137584301,1.787815054,2.113284396,1.86762281,-0.397962814,1.066860749,-3.362840989
0.507706384,0.895002525,0.318658151,7,1.812602361,0.569549399,1.381649981,1.164203986,3,0.186005556,0.483698507,0.668408577,0.505948967,2.304871377,0.153901501,-0.515488599,-0.301063774,-3.66891777
0.606864392,0.929082808,0.118989244,3,1.707052853,1.757643268,1.259808194,1.94467109,23,0.246215885,0.57268363,0.955888959,0.962988003,2.730766251,0.978248072,-0.931876177,0.199903033,-4.159740384
0.539839474,0.986363312,0.462860795,9,0.613360542,1.418905398,1.624490295,1.009549361,22,0.775439833,0.609501599,0.198648246,1.510965009,1.625259516,1.464092911,1.83501361,1.198303799,0.505736048
0.096524306,0.135314836,0.299802427,6,0.849249292,1.394269904,1.359303125,1.610816322,18,0.897602039,0.827386439,0.165571219,1.237737989,2.291542844,-0.763013205,-1.297434989,-1.711463647,-2.906131382
0.309129289,0.389067163,0.084324835,9,1.210985844,1.116813227,0.884660394,1.741816282,2,0.586770772,0.175377758,0.220262247,1.234447127,3.942838725,-0.922843441,-2.763080787,-1.511911419,-4.997184499
0.738464611,0.189561762,0.568539269,10,1.412742923,1.728117818,1.916935901,1.731705262,16,0.654910152,0.084907117,0.219247473,1.208711132,2.865369208,1.344824121,-1.220619633,0.238156183,-4.301221695
0.285074934,0.210228636,0.301352432,4,0.755443901,0.750393941,1.656735935,0.78214373,2,0.870180098,0.374598666,0.669335885,1.385475927,1.641839529,-1.26223453,-0.20418018,1.493846365,-1.98326534
0.846746528,0.643542743,0.301859029,10,1.033123549,1.450837987,0.969044651,1.026429643,19,0.465231892,0.952483615,0.403942477,1.934361639,1.884687084,2.003747327,-0.007923001,1.180924287,-3.052446835
0.426528755,0.165513877,0.40852979,3,1.15628707,0.799695881,1.682441489,1.792764748,7,0.484581673,0.297951581,0.97068728,0.64566849,3.408737744,0.003581349,-1.700370672,-0.798604445,-4.844809261
0.977080982,0.885774911,0.035859006,2,1.845931824,1.090375949,1.057445441,1.977902517,9,0.491891551,0.84749006,0.375873026,3.257547699,1.824149647,3.02428765,0.152046137,2.607505218,-2.877942194
0.961239753,0.941151565,0.57500125,2,1.316208983,0.808101391,1.179487043,0.606275329,6,0.766026054,0.462687128,0.601087241,3.139509911,1.506229307,2.935450341,1.312908842,2.456778216,-1.558196489
0.794270861,0.209195033,0.401858742,10,1.102167391,1.761426297,1.2364752,0.646937655,23,0.93168308,0.687831378,0.568328859,1.406164788,2.954283096,1.52911483,-1.231036308,0.364783387,-4.415947228
0.600838813,0.368750008,0.734958068,6,0.606014422,0.922395702,0.798486339,1.34556691,6,0.016380446,0.130164791,0.083537948,2.894895298,1.29148195,0.251854946,-0.577133171,4.787696921,1.411410917
0.445458122,0.457451016,0.25640989,7,1.849842753,1.530485766,1.327201714,1.598757566,17,0.242430954,0.754731889,0.479978471,0.59775557,3.347060122,-0.040802323,-1.603867204,-0.904988886,-4.888216409
0.293177924,0.535308767,0.415053497,6,1.429018169,1.788968814,1.343510443,1.98394137,13,0.249686358,0.918065558,0.355777014,1.249855293,3.17330583,-0.822338923,-1.463527867,-1.674706782,-4.66794897
0.346128169,0.874634967,0.143513701,12,1.579975189,1.674600688,0.822968735,1.594262614,5,0.925189541,0.783745638,0.205767643,1.244442666,3.426705907,-0.662704759,-1.925189305,-1.775863217,-4.825795006
0.482654362,0.165554715,0.063608989,9,0.933000784,0.504141592,0.602772689,0.761233993,7,0.482286135,0.577126764,0.441956546,0.749855291,2.056996584,0.204917442,-0.565589072,0.524302817,-3.275383714
0.398675178,0.704180381,0.49036003,2,1.798985692,1.697273784,1.269549645,1.657361314,22,0.323941022,0.777285081,0.39389664,0.735961287,2.591675534,-0.196216823,-0.775091287,-1.050711495,-3.954857193
0.477155839,0.425771229,0.106252256,9,1.780007091,0.624208626,1.052446844,0.770193787,6,0.181531808,0.486158633,0.728665854,0.536722628,3.40384529,-0.089154897,-1.695426759,-0.607984167,-4.894130769
0.918553074,0.366375044,0.071615229,12,0.748246271,0.814207881,1.220342053,1.900010472,15,0.334749266,0.21292379,0.428787194,3.008424066,1.281582133,2.505396001,0.654850354,3.178148538,-2.115778459
0.640971443,0.566138329,0.294131637,4,0.973599314,0.630038098,0.534006278,1.202563765,21,0.842936973,0.159901996,0.611239338,1.489386115,1.865334155,1.629375849,0.043164821,0.707235325,-3.097499701
0.073256668,0.592257846,0.495951168,9,1.436611551,1.540669297,0.665496048,1.130623625,4,0.022208719,0.460224224,0.828483984,2.367771744,3.950389989,-2.216369552,-2.391979933,-2.504888314,-5.368659857
0.787929192,0.511369848,0.636874611,6,1.164321753,0.529213199,1.84017012,1.814606897,21,0.980285716,0.970085978,0.558146704,1.644899266,2.210301113,1.764343761,-0.309690231,0.683880901,-3.582701976
0.90421433,0.043756755,0.726509518,9,0.906238088,0.674798789,1.423341389,0.852932467,6,0.754123478,0.063166675,0.887339434,2.80875194,1.351941487,2.641998064,0.24966793,2.284144075,-2.105073993
0.795851219,0.409356481,0.586627079,3,1.42683954,0.730402731,1.419389434,0.534410353,19,0.802187267,0.318155437,0.341423467,1.987478575,2.219514622,2.097310656,-0.381557323,1.180753209,-3.557217529
0.838561295,0.70460019,0.818111773,5,0.917811749,1.275155499,1.786517943,0.771368066,18,0.900372011,0.86707089,0.070635614,2.594320456,1.174301096,2.75268662,1.149467211,1.796832977,-0.452421692
0.863740574,0.522027446,0.266192717,6,0.704070408,0.608065827,1.083723344,0.598287949,15,0.31972545,0.512672149,0.426471385,3.492272271,1.651581002,2.833697196,2.211506174,3.911786519,-0.51343203
0.651866476,0.369292619,0.329274808,5,0.601778814,1.655366922,1.075274443,0.521639853,18,0.261721688,0.859988022,0.764707055,2.314065919,1.448696104,1.625572009,1.808362252,2.808748005,-1.374318233
0.947578463,0.396268951,0.123385245,8,0.782619917,0.829803118,1.940643698,0.698972932,3,0.143244858,0.916391306,0.858830693,3.585225449,1.357838696,2.369729396,1.061364316,4.559007913,-1.342635073
0.391515857,0.693229579,0.404293607,5,1.29751407,1.262900064,0.691689918,1.513291447,19,0.814843982,0.992181322,0.466694318,0.810987143,3.168115159,-0.163865988,-1.389827167,-1.32636467,-4.65527219
0.477457626,0.036084571,0.201574939,7,0.779095557,1.159957537,0.74186129,0.765290174,16,0.382659432,0.555641277,0.123552818,1.049825209,1.264432145,0.709850064,-0.405225181,1.100580236,-1.47317994
0.838175535,0.188796386,0.533541062,6,1.698250351,1.975028739,1.134576735,0.576842267,13,0.487475723,0.486655804,0.846803229,2.105891792,2.646409999,2.22795686,-0.790866826,1.301730733,-4.049758174
0.980250282,0.648741876,0.779418896,8,1.480898498,0.907910572,0.671756398,1.802802177,4,0.008064215,0.279168752,0.210549883,2.827376186,1.436039846,2.65975079,0.771144078,2.52411359,-2.019894652
0.805689973,0.619860853,0.672580731,11,1.405676155,1.063161438,1.716212865,1.863923238,14,0.318762379,0.991943122,0.565476045,1.496815074,2.120672393,1.570729063,-0.15803513,0.729372291,-3.46313043
0.67882833,0.852982824,0.018638194,10,1.727593015,1.335622278,1.26932598,0.80762106,10,0.869564732,0.051219111,0.093415553,0.943698187,2.273732902,1.062872887,-0.774575827,-0.08385342,-3.445585267
0.312437523,0.646236899,0.955235399,2,1.5902679,0.530442425,1.226848739,1.910513625,22,0.471940714,0.48117534,0.605150169,1.045294544,2.158004138,-0.592799077,-0.164327606,-1.463891321,-3.341575919
0.398727932,0.963813841,0.622132393,4,0.746526368,1.941719134,1.948660219,0.854710268,2,0.235247202,0.896831115,0.464589928,1.10072147,1.384247584,-0.496049946,1.760173936,1.621483006,0.0407012
0.731789832,0.919193394,0.905849146,12,1.749164664,1.598067917,0.801698361,1.995783742,20,0.137536174,0.7464496,0.960541454,1.069797769,2.008368264,1.08786684,0.069322238,0.32544786,-3.189713785
0.80274323,0.658572589,0.385893876,4,1.502761331,1.219498598,0.617676899,1.281440819,6,0.9971423,0.792776219,0.284943261,2.02975889,1.97781763,2.184059118,-0.127050648,1.213361296,-3.178196036
0.921125157,0.661740808,0.233421121,10,0.569294941,1.95111716,1.334245954,1.088142909,4,0.452846899,0.271869943,0.497313442,3.270561915,1.813324756,2.360193025,2.236038542,3.603693812,-0.044207576
0.941818427,0.132829648,0.667101822,7,1.781804785,0.607272839,1.116838401,1.696906793,9,0.990646074,0.075138549,0.642051714,2.535476064,2.145938608,2.628354758,-0.236375226,1.650356458,-3.475510481
0.748552756,0.16653328,0.856931292,6,1.044548884,1.011431882,1.083138581,1.252909563,5,0.879328525,0.088845047,0.68312651,1.769576795,1.799256249,1.84715585,0.022116078,1.022359712,-3.039742859
0.684939627,0.741978118,0.411880882,6,1.12832308,1.882877513,1.475730427,0.906767059,2,0.423742416,0.705815085,0.980260968,1.26035838,1.938242473,1.323984148,-0.129957074,0.531861088,-3.166665096
0.77062196,0.773859725,0.409173861,2,1.098506738,1.576106807,1.942535948,0.789706654,5,0.896494266,0.425991757,0.475092406,1.993755641,1.484266873,1.908180224,0.624684538,1.205940048,-2.304038145
0.348844966,0.069163745,0.905223578,2,0.509903273,1.319500693,1.252625752,1.240593858,9,0.29484509,0.138692642,0.22399164,1.507595148,0.832432418,-0.451733264,0.456474605,2.196048019,-0.414580805
0.194750371,0.641485937,0.597776498,3,1.25444024,1.14318755,0.79095062,0.521565556,15,0.199803877,0.428747318,0.919744844,1.661639505,3.594628517,-1.334751984,-1.804826632,-1.9902183,-5.000651203
0.153399206,0.23239217,0.72218843,7,1.477776302,1.9494974,1.777390569,1.231171153,9,0.110338785,0.50963635,0.348981951,1.991063593,3.608853148,-1.702713391,-1.994969627,-2.301892542,-5.090788454
0.264651655,0.978492894,0.327039341,5,1.559552294,0.952845215,1.015236015,1.519694073,13,0.74737005,0.934555401,0.66526675,1.349698082,2.96729869,-0.79237613,-1.141767394,-1.899413296,-4.403344504
0.203972066,0.449048724,0.222386088,6,1.494659701,1.861792866,1.725994867,1.685674128,14,0.090086193,0.009268457,0.828286541,1.703287007,3.727050913,-1.392426533,-2.010589004,-2.024456917,-5.27157346
0.422376706,0.091734604,0.064628572,11,0.707281701,1.603284997,1.583789348,1.312066097,15,0.093971959,0.34411598,0.519245797,1.243818088,1.934581363,-0.487092669,-0.342525112,1.913757409,-3.174107767
0.047104019,0.569275113,0.942501797,5,0.837880424,1.151324859,1.674453691,1.566699336,8,0.196537816,0.106910566,0.895560851,1.641338771,1.526644672,-2.426339898,0.5842722,-0.143463542,-2.041311564
0.588564014,0.615209636,0.361708711,12,1.073145894,1.68907045,0.691762994,1.87514617,6,0.316643368,0.485930444,0.690617277,0.57091821,2.616729879,0.415337957,-0.938345666,-0.307092151,-4.03020198
0.369406721,0.080577332,0.930309564,6,1.637129507,1.298040888,1.282786301,1.651486563,4,0.799407877,0.000353954,0.951509146,0.919870334,2.906189674,-0.384798793,-1.508579134,-1.264641058,-4.21075634
0.938767315,0.905416764,0.017187453,7,0.896832015,0.632251862,1.492745956,1.259681734,16,0.522696398,0.583699672,0.42153033,3.184411741,1.345316593,3.086740427,1.390991174,2.774405275,-1.548924526
0.432796077,0.147098118,0.081868508,8,0.641248179,1.376990034,1.648365905,1.742639357,16,0.733312198,0.048068401,0.037572423,1.078891723,1.842857423,1.02158635,-2.123079269,0.73741143,-0.01326031
0.099508061,0.78207361,0.786759624,12,0.647492163,1.932378596,1.230223642,0.529168862,8,0.720150997,0.265244973,0.616158637,0.943546197,1.109685258,-0.925677142,1.274904221,-0.832709785,-1.415821122
0.521555496,0.470695903,0.076197174,10,0.655744827,1.856560458,0.555772831,0.652168258,12,0.083801941,0.876965915,0.44564371,1.526287456,1.10578406,0.01477732,0.996645754,2.420818831,-1.580688374
0.205851616,0.465589046,0.054761518,6,1.663154175,1.357808323,1.731526764,0.571239498,6,0.105495178,0.922285231,0.856080483,1.653758506,3.652230981,-1.43270163,-1.942227284,-1.872539765,-5.139698918
0.612819715,0.301595498,0.441274197,3,1.653990169,1.682538482,0.785847329,0.7603958,19,0.475642801,0.367747375,0.693441685,0.985775162,2.933626377,1.065072807,-1.1302848,0.136301038,-4.394555491
0.602026042,0.574164341,0.895470513,5,1.489614563,1.773787213,1.82074478,0.624365272,22,0.002694764,0.089718093,0.210274802,0.875672756,2.081675315,0.854588522,-0.376001451,0.252054442,-3.346082614
0.555367856,0.804693339,0.766140588,13,1.229554271,0.587371867,1.056306216,1.004584176,19,0.759372707,0.264060455,0.339447295,0.624553077,2.514336218,0.222620643,-0.736183181,-0.917796653,-3.922618422
0.83253937,0.523947786,0.386260425,6,1.113553104,1.58542444,1.419123589,1.144874145,18,0.407086493,0.457204763,0.465169334,2.059189253,2.127159366,2.179222286,-0.264577131,1.303484531,-3.452363856
0.086867429,0.635985055,0.867128033,12,1.550157091,1.083934649,0.631307795,1.210500884,16,0.737594315,0.417948074,0.422350182,2.288683321,3.569380874,-1.747994617,-1.887375941,-2.869956979,-5.095439178
0.876857006,0.891124553,0.279338365,13,1.003937792,0.98641179,1.457862556,1.015149439,3,0.312333441,0.572612319,0.150974494,1.975859485,1.169267127,1.64911062,0.432232942,1.695090653,-1.759723156
0.200856297,0.094768716,0.45017671,11,0.606272265,1.732228493,0.652908318,1.87705897,9,0.382819501,0.387620304,0.658529496,0.77776511,1.283263597,-1.234205646,0.546379561,0.352556278,-2.181377853
0.308011677,0.053663562,0.596777302,5,0.738279961,1.278594693,1.933316577,1.723167698,14,0.772768957,0.008289028,0.231436088,0.503880326,1.444753235,0.29441694,-0.510839329,0.047274505,-2.189596881
0.477341895,0.647643529,0.598261618,3,0.513861796,1.679433235,1.554367817,1.389173689,21,0.380602645,0.474806221,0.44880342,1.663553793,1.566566545,0.922676878,2.114760718,2.145455413,-0.383842603
0.969952462,0.310111789,0.487721397,8,1.144867619,1.833045983,1.77478368,0.589271406,9,0.809055724,0.967265295,0.282071648,2.646555635,2.273388424,2.753507134,-0.537857965,1.755352152,-3.609716772
0.030889286,0.894440757,0.343022774,10,1.469130042,1.965516974,0.900948994,1.068685747,10,0.642438979,0.821766201,0.75461871,2.638803704,3.776957078,-2.114054791,-2.022776156,-3.171624119,-5.266884939
0.981818304,0.366671893,0.662407301,7,0.706501767,1.773270014,1.44513069,0.774947557,20,0.030915248,0.115884633,0.033769334,3.802737709,1.401344921,2.669674606,0.23094882,4.732953355,1.534586936
0.591419497,0.370490321,0.478659609,10,0.899791597,0.792292338,1.719679183,1.76065143,12,0.971424276,0.433281793,0.14854828,1.146913358,1.440313572,1.183439379,-0.325587993,0.517766547,-2.17190341
0.371134787,0.29272638,0.864247541,6,0.594014039,1.466513323,0.795659213,1.587336878,2,0.129979397,0.802811286,0.042773449,1.926709349,1.020754458,-1.023946868,0.51710346,3.121498291,0.774406746
0.191232995,0.120953658,0.006102875,6,1.301026527,0.889918208,0.539697619,1.955204487,16,0.394988482,0.496927948,0.247202955,1.697975514,4.568946043,-1.270765909,-3.026556853,-2.150534264,-6.089561507
0.360028767,0.66972056,0.550043344,7,1.608048388,1.899476428,1.092356745,1.023337797,7,0.472277198,0.186751491,0.550309702,0.975419791,2.948113616,-0.47166023,-1.247388716,-1.427429723,-4.433694673
