at_gw1,at_gw2,at_gw3,window,rip,hyp_lag,hyp_frac1,hyp_frac2,hyp_frac3,rmse_mack,rmse_look,min_mack,min_look,max_mack,max_look
0.088452974,0.196986077,0.779815998,12,1.906536285,13,0.233452488,0.05856235,0.709408105,2.253543102,4.027505963,-1.960584333,-2.355935269,-2.567894937,-5.548249564
0.151268555,0.270703764,0.976452714,5,1.878754288,4,0.090314376,0.78064411,0.797954068,1.88351101,3.48945249,-1.746735263,-1.82902109,-1.988333907,-4.896667564
0.859635927,0.648192586,0.605382983,8,0.807922549,18,0.736722899,0.479671406,0.116484961,2.801430355,1.25574588,2.83365722,1.321112436,2.204821729,-0.105769836
0.962724705,0.585934797,0.109397283,10,1.650557447,19,0.459724198,0.563202987,0.76677507,2.379875486,2.471893426,2.443013674,-0.588430825,1.57641907,-3.887839285
0.064202848,0.103317476,0.080313303,5,1.158214883,3,0.003018061,0.411523704,0.304804775,2.316282364,4.605034783,-2.256019948,-3.203668889,-2.33660101,-5.893008092
0.3002782,0.394385043,0.238965872,6,0.61445918,5,0.423338867,0.497661821,0.651833397,1.406725341,1.113230862,-1.00693232,1.150847173,2.006642072,-1.398172426
0.506082487,0.465298158,0.326454597,2,1.06517119,21,0.86772137,0.853890921,0.224970188,0.640089985,2.489405931,0.622708805,-0.965342601,-0.421478096,-3.660158333
0.965575971,0.196520666,0.79898627,12,1.609056659,5,0.705594364,0.94030015,0.159175403,2.213416088,2.126734215,2.280506557,-0.466281966,1.338319652,-3.347327733
0.933590485,0.65278674,0.571812033,5,1.002510819,16,0.319745544,0.671630657,0.307079613,3.042503837,1.333917541,2.96417609,1.150523419,2.627197336,-1.71561351
0.244690739,0.320244646,0.068500361,5,1.075968293,12,0.083441964,0.033715908,0.575688483,1.290489411,3.626550801,-1.183607447,-2.02070115,-1.357152741,-5.14571243
0.50552354,0.450407128,0.415513542,4,0.529008015,5,0.350973108,0.931232713,0.349605205,2.324446988,1.400232638,0.212020691,1.447006104,3.460863857,0.263920887
0.065132577,0.293599531,0.670435862,2,0.524888756,5,0.620355413,0.727269796,0.606219555,1.263435295,1.272729671,-1.727571539,1.618876511,1.038104611,-0.850334225
0.053303008,0.247829712,0.080606885,11,0.778305805,21,0.129021593,0.907757291,0.352976905,1.751988448,2.155051615,-2.257007472,-0.819600434,0.804218062,-3.102271671
0.749840269,0.683342361,0.55803644,7,0.957090888,21,0.005914247,0.557548192,0.649124267,2.041489674,1.512143573,1.387387459,0.754024771,2.378188112,-2.421092871
0.870318184,0.820713541,0.593338265,7,1.191851308,23,0.261007206,0.386988837,0.458664558,2.189465906,1.804594339,2.220449602,0.297332828,1.58316614,-2.894931512
0.171977638,0.370466129,0.781934165,12,0.747302666,13,0.78303714,0.121482295,0.808370723,0.499933761,1.441405901,-0.398125565,0.658811483,-0.485267824,-2.430145966
0.802890603,0.51499554,0.311782622,3,1.508635189,19,0.907946206,0.73908424,0.967557797,2.020213586,2.497965563,2.146752922,-0.598832013,1.184275451,-3.894464959
0.800913195,0.264140524,0.572837812,3,1.198743105,15,0.149817207,0.526376765,0.861141914,2.107994857,2.370538214,2.01858173,-0.45633841,1.572571696,-3.657592435
0.425925153,0.636651179,0.186294877,4,1.428213834,17,0.769231957,0.541209778,0.897217982,0.661043372,3.27248877,0.075494759,-1.498568773,-1.050884103,-4.787289417
0.159856114,0.759535046,0.288917921,5,1.366351056,11,0.63114054,0.426844085,0.6999718,1.859052109,3.492040866,-1.34876155,-1.764188374,-2.382670926,-4.9873971
0.67131375,0.29209157,0.078594131,2,1.277603854,15,0.792093377,0.930624037,0.400794434,1.335599371,3.035611997,1.377002266,-1.288769114,0.510277542,-4.507962972
0.589140159,0.172664241,0.987027769,9,1.874639446,4,0.695408903,0.203344074,0.915749835,0.673455075,2.729395449,0.608490841,-1.122639984,-0.28920719,-4.143887318
0.405951487,0.467894922,0.698543709,13,0.658278593,10,0.889367632,0.331886623,0.437589145,0.986497134,1.13426299,0.805919691,1.340373628,0.688744206,-1.250503134
0.877520966,0.761545733,0.082263578,4,1.451468705,22,0.682225814,0.927798901,0.665107052,2.409649692,2.262858041,2.527641309,-0.353018365,1.617175093,-3.604316334
0.897721446,0.222373579,0.682458035,11,1.810213518,18,0.874123526,0.429118749,0.97092475,1.840385244,2.688583574,1.958095767,-0.799822349,0.838152746,-4.077813388
0.164730145,0.873338287,0.019062352,12,0.760636865,12,0.7652847,0.121593178,0.651220862,0.547541463,1.461679499,-0.472162204,0.417421171,-0.575287041,-2.560281333
0.218503136,0.537764122,0.577934869,3,1.398423133,5,0.635007566,0.770693749,0.773854253,1.560235812,3.311678223,-1.140294457,-1.610488763,-1.906782901,-4.764890336
0.895740924,0.19376822,0.560494007,4,1.525833622,19,0.037507753,0.130461426,0.317355879,2.650339354,2.052810419,2.554491817,-0.20547018,2.274763504,-3.326122123
0.751259527,0.785448999,0.960911305,12,1.152360257,13,0.677762045,0.877247619,0.140834275,1.120944926,1.90838624,1.24070688,-0.112313328,0.142777545,-3.067230092
0.224169253,0.088933191,0.616716776,7,1.031382079,4,0.277534982,0.181640568,0.093557517,1.258654345,2.970268917,-1.389524372,-2.63292896,-1.066671554,-3.527037532
0.025804356,0.641095048,0.845492948,7,1.036580189,14,0.392007518,0.706559972,0.944411243,2.163420941,2.77578492,-1.955012495,-0.892575665,-2.437360735,-4.069426606
0.588563909,0.075643157,0.20599768,10,0.641151547,5,0.133933067,0.851257941,0.210768773,2.31022058,0.649111997,0.131909656,-0.170311978,3.706040632,-0.463899644
0.229629946,0.170956055,0.79562345,8,0.764354176,9,0.27911298,0.805042658,0.037053665,0.890157735,1.065427217,-1.27429625,-0.836925493,0.730418112,-0.563366313
0.040474165,0.515479463,0.410111578,3,1.431958867,16,0.456635428,0.488941705,0.220909538,2.429752585,3.840475466,-1.981552185,-2.295950005,-2.901758594,-5.301793792
0.822756736,0.420024979,0.381809481,8,1.853984741,13,0.539098317,0.986787087,0.790909657,1.805650913,2.605188852,1.923549073,-0.716528732,0.997525079,-4.031178433
0.119242394,0.717015684,0.935846281,7,1.388630896,6,0.703297217,0.101736193,0.020022233,2.090560646,2.925326579,-1.632798575,-1.980462216,-2.513927608,-3.864346534
0.152775726,0.025315421,0.784763297,2,1.148574541,8,0.23169761,0.727066341,0.286453891,1.871324974,3.829341849,-1.618929388,-2.359147519,-2.121098658,-5.253734046
0.67824226,0.079216113,0.702359905,5,1.994268625,17,0.371232854,0.183297478,0.028710315,1.252780362,2.594634955,1.378291369,-1.302910616,0.507808345,-3.727663011
0.091279127,0.554516102,0.393645145,11,1.11176327,9,0.985979034,0.379843925,0.728400344,2.247899875,3.705329922,-1.721254202,-2.066487745,-2.841192824,-5.187183569
0.599979865,0.485300669,0.87082463,11,0.769934861,6,0.481924579,0.683364892,0.973670699,1.543382574,1.302029472,0.669269707,1.448942856,1.70542691,-1.318490039
0.642148336,0.678359155,0.213281167,7,0.901166671,22,0.304120806,0.041629564,0.77815982,1.530243335,1.6816839,1.240160683,0.3843422,1.493116207,-2.815483143
0.698628124,0.492379989,0.052240401,12,1.8036268,11,0.359033699,0.196951548,0.93641203,0.922903458,3.132018367,0.952614169,-1.375944345,0.064112992,-4.664220239
0.524529971,0.616101596,0.288772351,7,1.308701866,16,0.43605888,0.497130478,0.525449917,0.536988064,2.975579118,0.42156079,-1.204275595,-0.545129186,-4.476826711
0.575565654,0.097379908,0.553942533,10,0.855020169,13,0.867767535,0.42322624,0.298687859,1.171867475,1.473739029,1.178711919,-0.025767765,0.575116197,-2.446231301
0.623099946,0.467850297,0.012394109,7,1.271299788,9,0.727168779,0.545239642,0.884161024,0.859779382,3.16728043,0.985486352,-1.386006659,-0.082480977,-4.665062919
0.875056434,0.432794489,0.309744362,13,1.252602391,3,0.919392572,0.960796911,0.078583689,1.664206547,2.42819238,1.686314808,-0.917131996,0.80592362,-3.675352659
0.865343057,0.417365856,0.64924114,4,0.837044483,2,0.734929624,0.383245276,0.138694364,3.174886459,1.00864578,2.543135274,0.864311482,3.21676734,0.11469182
0.96672833,0.658406847,0.697024139,8,1.794369362,9,0.396022993,0.243274078,0.552840977,2.664726123,1.665152358,2.686192351,0.555980566,1.97597751,-2.628509357
0.146037279,0.757286503,0.549634756,6,0.56167615,23,0.995249879,0.136011003,0.398913678,0.513672357,1.200305733,0.298583105,1.462253942,-0.12269035,-0.698105763
0.799342788,0.823224973,0.358211643,13,1.957107995,10,0.431797206,0.288759304,0.31003034,1.298401826,2.230453726,1.354587623,-0.409725043,0.433681168,-3.578314607
0.181810857,0.249061581,0.901088907,6,0.671559854,17,0.006497072,0.648682311,0.242887832,2.27336025,0.949750454,-2.263297132,0.506681819,3.008462373,-1.276917208
0.028428957,0.963353635,0.078162588,6,1.201587417,23,0.127260544,0.459359177,0.590274643,2.489829881,3.735970021,-2.317071766,-2.029246123,-2.661236273,-5.284772235
0.841648522,0.211195502,0.698279149,2,1.752784406,15,0.444604045,0.573866967,0.74774007,2.377005694,2.205885286,2.262493626,-0.263690826,1.698213075,-3.44172455
0.956644034,0.812439818,0.058836576,9,1.311436287,14,0.340841018,0.575079035,0.510687465,2.498382815,2.040130112,2.52455443,-0.01266504,1.806469066,-3.263289131
0.151522976,0.724576611,0.859971152,9,1.239600178,2,0.471634267,0.299136341,0.761373049,1.949951879,3.156253556,-1.745232564,-1.587997594,-2.129906479,-4.538982934
0.014879469,0.587693988,0.196280626,3,1.551804451,5,0.959337734,0.344384746,0.060163904,2.587517762,3.921788543,-2.094817841,-2.807453197,-3.035123811,-5.056742705
0.812104342,0.501287383,0.253117702,9,1.934049707,6,0.313311768,0.095798052,0.640129038,1.711758613,2.407345748,1.7440495,-0.615356934,1.052953553,-3.813678832
0.060147872,0.163335703,0.642849001,4,1.754352123,21,0.281477688,0.542380084,0.117352677,2.329727418,4.025031082,-2.004926037,-2.694206002,-2.678845589,-5.346595545
0.220933319,0.858633127,0.515193952,4,1.138956247,18,0.094724637,0.760601378,0.417623412,1.516312522,2.91696895,-1.271548639,-1.18289941,-1.736556027,-4.341751486
0.37290937,0.958705465,0.534623491,10,1.047902764,8,0.446689812,0.03897932,0.989004417,0.755366797,2.343657718,-0.457485108,-0.565533885,-1.024998325,-3.436985266
0.248926425,0.84846007,0.251122858,10,0.610666429,11,0.193356523,0.337180854,0.731847842,1.426535669,1.235911625,-1.326245964,1.431746139,2.085367979,-1.507449203
0.621221787,0.543418902,0.43367584,10,1.936102599,8,0.474993743,0.746519495,0.922556015,0.73485885,2.848824232,0.727564457,-1.02486043,-0.209392077,-4.311915875
0.660576377,0.428777164,0.420775099,8,1.632888251,20,0.64453334,0.833272221,0.508363833,0.938402056,2.930892595,1.046711825,-1.138569793,-0.012507411,-4.424931868
0.099294204,0.023993143,0.983040314,9,1.2825282,11,0.12513116,0.804205768,0.414848994,2.175350242,3.947141362,-1.989800082,-2.307825775,-2.371964416,-5.48845535
0.079276036,0.985742382,0.237327367,13,0.918408195,9,0.37363166,0.05146932,0.357440348,1.489597924,2.04217245,-1.868940312,-0.569575754,-1.238610002,-3.286656387
0.707104671,0.096757658,0.582238402,9,1.039756437,3,0.263751358,0.001539546,0.236285496,1.32864666,2.130279239,1.134799769,-1.369498452,0.981002,-2.815074943
0.138501161,0.979186341,0.337984775,8,1.201102679,6,0.648139592,0.685140096,0.361662556,2.010035981,3.21108672,-1.577530254,-1.582785424,-2.422138075,-4.64618452
0.958638102,0.928953688,0.550305783,5,1.553361221,12,0.641574687,0.919408402,0.051770052,2.888783047,1.46795803,2.983500519,0.883814755,2.117085015,-1.90102799
0.072752489,0.504547082,0.357382775,4,0.607801277,13,0.161112352,0.078360535,0.675784761,1.706797554,1.281398155,-2.186769467,0.768318447,1.80137953,-2.179268664
0.702716719,0.978451823,0.387152812,11,1.840056932,4,0.70331427,0.442146686,0.378660612,1.021173895,2.133980439,1.048805547,-0.273791108,0.139889436,-3.366935106
0.458185246,0.099537844,0.10166078,6,0.880319253,9,0.757343594,0.440173645,0.768401903,0.79760321,2.135113734,0.798802876,-0.432460143,0.103731724,-3.398307316
0.045637852,0.576769626,0.937408441,2,0.658988374,9,0.483325058,0.062128198,0.316472445,0.904122418,1.043415071,-1.511345246,0.849031524,-0.103657504,-1.213527229
0.771510542,0.144989825,0.74649508,12,0.806508704,3,0.004273429,0.529891789,0.111846506,2.379798417,0.740282267,0.927868803,-0.104462074,3.451226334,-0.686771456
0.09625464,0.572697519,0.742082465,5,1.391618439,6,0.006905592,0.778541725,0.948613425,2.157134839,3.429520892,-2.079164368,-1.717665924,-2.198518771,-4.881052245
0.247093736,0.492771182,0.574966376,8,1.206005486,6,0.671543183,0.20665978,0.893952276,1.505682784,3.444965035,-1.041128338,-1.829556998,-1.941119322,-4.814923239
0.845476687,0.205352618,0.410621365,13,0.925436694,16,0.692253411,0.634519391,0.896275732,1.980136801,1.892626562,2.043893721,0.160888143,1.249755852,-3.110923809
0.628588812,0.727033093,0.068090728,10,1.05567702,19,0.148642137,0.393635959,0.626682133,0.835387813,2.469033294,0.722229688,-0.670200336,0.334406407,-3.915163211
0.374919029,0.739340676,0.075379455,2,1.904506639,19,0.342231088,0.697040194,0.083459802,0.809188448,3.05229923,-0.307906146,-1.564263639,-1.128276676,-4.32987668
0.614071349,0.451368255,0.342152687,13,1.505311226,14,0.311315013,0.476713115,0.067395674,0.60720081,2.98763859,0.465060564,-1.56373364,-0.415439082,-4.287649418
0.433545778,0.631133884,0.064273255,13,1.679216022,14,0.972308449,0.162704079,0.029113334,0.928364116,3.347904015,-0.298540192,-2.165700262,-1.46111753,-4.491238259
0.444218924,0.298125697,0.481039343,3,1.987486104,14,0.867928029,0.564023243,0.892235844,0.619986,3.316367454,0.192794671,-1.520940256,-0.894728356,-4.783825382
0.360494576,0.079207111,0.378721075,10,0.672744112,13,0.992285974,0.175308995,0.887334304,0.927081064,1.399890378,0.369703617,0.74124796,0.825230784,-2.312695083
0.897806482,0.886747545,0.871353155,7,1.013760379,8,0.712689923,0.814891277,0.823840345,2.591963549,1.468600485,2.678095309,1.547831439,1.841962543,-1.559785189
0.884077348,0.245961084,0.730494268,7,1.375886727,16,0.625412378,0.420964099,0.95365844,2.215294915,2.38536929,2.31831051,-0.423858851,1.392860795,-3.664613981
0.480812361,0.2475202,0.652431985,6,0.890696379,4,0.040762977,0.126740115,0.681643261,1.226694822,1.736368296,-0.11394083,-0.088676809,1.847787743,-2.704359817
0.239967769,0.019661712,0.945623193,7,1.615110195,8,0.072667125,0.451736688,0.79660805,1.471104094,3.713827135,-1.294653947,-2.033536801,-1.64902464,-5.225259968
0.629204212,0.348683895,0.971870368,7,1.232623975,14,0.426602478,0.507562834,0.858554925,0.880839423,2.568599341,0.971143228,-0.663937088,0.050458953,-3.898546635
0.462749933,0.529089061,0.881659492,6,1.570665167,23,0.904813318,0.452086237,0.376399661,0.634327859,2.714745821,0.11918136,-0.962638187,-1.041986903,-4.126740313
0.445287264,0.433546697,0.060120277,9,1.393697742,11,0.725900324,0.380601174,0.929030766,0.710467463,3.657615731,-0.035460833,-1.917031234,-1.15969216,-5.210253375
0.794423139,0.549046105,0.29388974,3,0.659891415,4,0.24805028,0.234214736,0.643350819,3.366469815,1.754687242,2.018388574,2.274133765,4.368175498,-0.425872202
0.945790755,0.616391101,0.204114994,10,1.749728517,7,0.134996582,0.104660997,0.728579518,2.390334793,2.080241022,2.329841981,-0.146193904,1.858036566,-3.309463995
0.649153757,0.209109787,0.861138283,9,1.434934185,21,0.217955707,0.798261275,0.957895525,0.862076825,2.979344356,0.877270699,-1.0941522,0.135529305,-4.366646467
0.972057992,0.792504859,0.855018035,6,1.17792067,3,0.411747941,0.623037367,0.85312165,2.95914875,1.475368271,2.908387958,1.074343734,2.336458083,-1.949459338
0.868295068,0.706983149,0.406689304,13,1.91398032,23,0.46856483,0.002990984,0.513874893,1.572178564,2.334423829,1.630433659,-0.458185583,0.703245712,-3.712212809
0.342635358,0.601326963,0.00419339,12,1.431875163,13,0.49948904,0.867561882,0.450300011,1.188637,3.731359825,-0.688272225,-2.031638529,-1.687158367,-5.281860047
0.996825731,0.328497347,0.535155685,9,1.864332635,13,0.217490771,0.64318756,0.930498558,2.760246291,2.231763763,2.72117119,-0.228928076,2.184830347,-3.486925519
0.23064256,0.635096121,0.921026748,8,1.818491643,8,0.775534413,0.96468401,0.5643915,1.582832218,3.009482109,-1.031394918,-1.24922291,-2.124434355,-4.463205484
0.376480216,0.111713974,0.213471542,12,1.977551782,14,0.141959536,0.751316589,0.88388054,1.009111689,4.132386831,-0.68386538,-2.395728172,-1.29390224,-5.712300345
0.810962585,0.052390621,0.212599258,7,1.850345737,15,0.954945795,0.834735224,0.613406848,1.761690894,3.193322576,1.907448974,-1.427711925,0.829328272,-4.738228967
0.057919691,0.529888677,0.945261596,4,1.355453747,5,0.425590438,0.583128118,0.310155294,2.355285397,3.312197636,-2.082167213,-1.755106774,-2.606482684,-4.64907973
0.716820073,0.361436098,0.431466645,9,1.08956094,2,0.798394835,0.042159043,0.735275959,1.241903987,2.44852732,1.245796688,-0.723124371,0.545994154,-3.662412469
0.211873752,0.916159303,0.833486325,4,1.04655923,17,0.834641277,0.920969125,0.343499812,1.34256756,2.051846284,-0.797640647,-0.283910674,-1.906245027,-3.249515264
0.686391767,0.998623163,0.254768355,3,1.407761716,19,0.315933553,0.736465406,0.270630763,1.397324429,1.937598092,1.434658698,0.022471369,0.704334981,-3.079980145
0.036208759,0.08178952,0.850645924,12,0.85613626,12,0.687198396,0.306026919,0.451520929,1.317504518,2.072696371,-1.253538602,-0.588933786,-1.513032968,-3.364847818
0.90524188,0.26937775,0.316175793,4,1.391366486,10,0.01296025,0.145028374,0.879592037,2.716990677,2.208321805,2.594613789,-0.330062798,2.374114916,-3.438354993
0.580257297,0.284378779,0.87914768,2,0.586363943,11,0.104081,0.190133575,0.004559447,2.678365636,1.611912435,0.687788822,-0.116676627,4.142235192,2.435188843
0.12265564,0.633231601,0.131587769,7,1.291424424,6,0.46909548,0.218828569,0.967939638,2.062917421,3.919557101,-1.723738887,-2.349391436,-2.400387693,-5.240507718
0.654456014,0.16318292,0.707858742,5,1.962633691,5,0.495250888,0.948540026,0.441512063,1.147598065,2.682498798,1.221630968,-0.970161386,0.397401595,-4.034210106
0.243546464,0.593903391,0.229797671,6,0.835407842,8,0.201130149,0.112887823,0.052306216,0.978152743,1.458122395,-1.314158596,-1.912559076,0.71609849,-1.001491235
0.943009041,0.381196548,0.523004407,9,1.957025494,9,0.388831159,0.081128672,0.372926977,2.428715466,2.031138897,2.463931821,-0.107006705,1.708782481,-3.274806853
0.961602178,0.373612995,0.026618686,3,1.09966466,5,0.192914244,0.196887081,0.626647279,3.139303125,1.878282726,2.937642344,-0.009178897,2.698047257,-2.928039174
0.103335306,0.874646606,0.206580857,5,1.408610143,22,0.483445937,0.58442425,0.978036755,2.13006302,3.679467589,-1.692029782,-1.929630247,-2.613034734,-5.212148407
0.89650338,0.565643548,0.499181287,4,1.684380999,19,0.557254065,0.896560953,0.890788206,2.56565038,2.124870998,2.669471618,-0.109720076,1.832512512,-3.377735689
0.810936029,0.110879851,0.792092838,4,1.985849632,10,0.876410349,0.016121166,0.202640332,2.061674838,2.174269343,2.210231525,-0.482634279,1.244665325,-3.422194849
0.928805356,0.757184405,0.209946291,6,0.57068088,3,0.465114317,0.277178613,0.680050877,4.086822041,2.47708709,2.75705049,3.143790114,4.898192065,0.478315597
0.727049233,0.908830538,0.737780533,3,1.920850783,12,0.922940617,0.917070305,0.785811307,1.618397501,1.763762911,1.730961675,0.468509271,0.805013143,-2.742677384
0.007563135,0.11514548,0.917882845,3,1.57148791,19,0.46066835,0.746260248,0.614379978,2.589852524,3.99812684,-2.152100313,-2.251688273,-3.059493991,-5.477081365
0.234490951,0.926868583,0.017536228,3,0.893556924,19,0.348313504,0.766630582,0.326758546,0.697013438,1.707400713,-0.622406472,-0.051820147,-0.294738685,-2.665457283
0.784077842,0.01636084,0.752178415,9,1.109497951,17,0.219976974,0.302934482,0.609486639,1.550300087,2.64253979,1.601043909,-0.835953917,0.90028178,-4.085195314
0.00359488,0.060046228,0.411528908,13,1.296909174,15,0.64955879,0.41673058,0.89831519,2.615828664,4.620444962,-2.100023998,-2.888692883,-3.155353343,-6.154275448
0.572951185,0.741306211,0.542469419,11,1.950383021,4,0.390229214,0.94709677,0.748172541,0.578878931,2.610844036,0.345698079,-0.79434464,-0.386574574,-4.013177217
0.107350692,0.352744005,0.997856968,9,1.3537598,3,0.977274808,0.492550233,0.87059672,2.19099332,3.494473293,-1.83575542,-1.90909377,-2.451308785,-5.014393986
0.052528216,0.2735952,0.177876769,12,1.772304182,21,0.809082258,0.595848326,0.644146057,2.422069281,4.508715382,-1.881815143,-2.796692956,-3.024314589,-6.116178977
0.304461981,0.716065744,0.499218498,5,1.445096856,10,0.438912289,0.130040208,0.740055831,1.143418753,3.051807156,-0.673794168,-1.313124865,-1.567554774,-4.511114831
0.777601137,0.298495083,0.981081592,12,0.722712105,10,0.708419721,0.070631993,0.646928856,2.347342223,1.368812249,2.190858612,1.800883516,1.830665952,-1.096636948
0.40584817,0.375381541,0.796992465,11,0.626569677,15,0.73039915,0.49089361,0.136997792,1.091448925,0.914806916,0.926449516,0.900343716,0.843740129,0.0277895
0.848109137,0.864354755,0.302122521,6,0.557605667,3,0.124720842,0.299874268,0.16648478,3.869672618,2.196247407,1.898342428,1.471534016,5.484329778,1.863900054
0.324042485,0.215544424,0.717685375,6,1.239772211,18,0.389560405,0.795792282,0.114270204,1.06868306,3.407894346,-0.596780163,-1.959628579,-1.519892066,-4.77114059
0.967283507,0.250287675,0.99728565,12,1.078241254,12,0.665612348,0.907004463,0.730908695,2.243271344,1.952577193,2.348335177,0.056820461,1.34096895,-3.158970209
0.949093882,0.240933406,0.05459265,3,1.876415603,16,0.263054914,0.780508774,0.21854044,3.016719469,2.285431487,2.911792671,-0.528758883,2.495081147,-3.580442502
0.072757969,0.685196588,0.100783433,2,0.653139104,9,0.471666387,0.163693015,0.278844102,0.846471349,0.987869411,-1.414260839,0.17866731,0.065944035,-1.646576028
0.399750392,0.016132961,0.166933524,3,1.80673033,11,0.535690472,0.522705161,0.439081905,0.718291605,3.971078665,-0.089877431,-2.317859134,-1.054011539,-5.525685524
0.841755257,0.835450283,0.032457564,4,1.990448293,4,0.245858405,0.530073727,0.273602251,2.297569026,1.811104756,2.290827706,0.125973351,1.767225058,-2.858397302
0.177600529,0.752191447,0.843445594,2,1.031083897,15,0.540685677,0.829620332,0.533272631,1.403400084,2.174310508,-1.037283578,-0.314332436,-1.817379091,-3.407749816
0.884552074,0.482563318,0.30308238,13,1.587581056,13,0.528793991,0.505388409,0.080474772,1.682798508,2.406480735,1.767371129,-0.82360977,0.785833656,-3.666340327
0.58201121,0.82259031,0.421922373,10,1.045051584,5,0.240318444,0.969596951,0.596222274,0.667986413,1.973017567,0.421718002,-0.153801286,0.200107466,-3.203092178
0.481845788,0.205996084,0.058938806,4,1.042646294,21,0.274749428,0.319852729,0.086946432,0.515101742,2.853414099,0.365417874,-1.882977522,-0.114259073,-3.647971739
0.648688654,0.61774223,0.726925834,4,1.560917878,11,0.890897738,0.167791326,0.650700285,1.14260241,2.160171419,1.297236613,-0.257678147,0.247941927,-3.471827003
0.693608071,0.738436447,0.677682503,12,0.63123688,21,0.744133361,0.007444099,0.240810423,2.148525213,1.376041284,2.086181193,1.596625242,1.811977882,0.100625381
0.377154716,0.075190009,0.403596323,11,1.32512265,16,0.582685737,0.230174721,0.646718374,1.028240091,3.963523707,-0.468408128,-2.26209929,-1.544063555,-5.545908941
0.454838627,0.852846629,0.808818173,10,0.860972633,21,0.284667941,0.516871487,0.082413427,0.758732554,0.938643769,0.163518019,0.270089463,0.863826261,-0.71184509
0.333535566,0.193175798,0.460754894,4,1.433152065,2,0.963018917,0.92330247,0.294195586,1.036886914,3.557080273,-0.598018453,-2.146491176,-1.214074411,-4.832507939
0.074700556,0.790226046,0.238492982,6,0.776183938,13,0.028829301,0.232284218,0.073266248,2.038333669,1.22306077,-2.622927871,-1.156297309,1.567354915,-0.988428556
0.230564317,0.567796843,0.040090039,6,0.577874344,3,0.64116635,0.18313348,0.567006977,1.572643415,1.471402737,-1.584291669,0.817463116,1.955864527,-0.951532849
0.457958448,0.091421255,0.557232065,3,1.236870739,9,0.235737589,0.270132433,0.033232577,0.568391342,3.25242468,0.110270326,-2.054549096,-0.568507197,-4.413106536
0.848003228,0.656948386,0.022975112,10,1.645966183,15,0.98500818,0.850869517,0.009633706,1.700886981,2.427801924,1.83639054,-0.907800796,0.698086367,-3.605303376
0.857452559,0.87778673,0.592363742,12,0.6830064,19,0.288581655,0.767655315,0.950462995,2.844514305,1.745427082,2.182368395,2.287488393,3.240305198,-0.946056887
0.296562549,0.595748425,0.233428771,5,0.840354812,17,0.460265221,0.446709406,0.290380104,0.428214614,1.513769762,-0.06388437,0.007190826,-0.014104547,-2.42570818
0.554388502,0.773279411,0.082545666,10,1.299940224,23,0.485229992,0.334933262,0.641470959,0.562555599,3.120617939,0.365267393,-1.366213354,-0.626274913,-4.66709937
0.782930554,0.88619653,0.375479372,10,0.996523918,5,0.036142826,0.32104854,0.859662014,1.828572123,1.389968623,1.374642014,0.583637527,1.88647354,-2.151957614
0.368393635,0.048894356,0.286958166,3,1.788310185,14,0.056963129,0.903568991,0.720176871,0.805634018,3.964544443,-0.475136277,-2.239475357,-0.928608214,-5.529402241
0.207090296,0.270430629,0.369412034,4,1.925411052,3,0.270633254,0.256601182,0.636326733,1.598177471,3.909923387,-1.383190418,-2.324802909,-1.772924111,-5.378228069
0.786180275,0.942832532,0.971520729,7,0.55499086,20,0.422899373,0.957399022,0.071939236,3.183345994,2.741605127,2.609756221,2.573827969,3.508643023,2.393659697
0.506529423,0.592889179,0.899246531,7,0.969964705,16,0.178195271,0.177739505,0.295680988,0.704234577,1.469138008,0.350436056,0.265405152,0.606993018,-2.480384585
0.991177115,0.744858358,0.287613023,8,0.633488587,14,0.212837671,0.669386273,0.142574949,4.056806916,2.063048439,3.058963109,2.335059504,4.875514133,1.065309746
0.766047784,0.514375375,0.166979334,6,0.798118827,8,0.026825468,0.434697861,0.686910634,2.766392113,1.245437351,1.510384385,1.276011082,3.745746878,-1.625243083
0.820115098,0.99084281,0.587637015,4,1.020221113,12,0.302094816,0.075102246,0.900181378,2.379475295,1.4635763,2.326178134,1.408081487,1.934245567,-1.713461852
0.064750521,0.210041033,0.357526869,3,0.584506757,16,0.083171026,0.822335052,0.877835869,2.243633436,1.427315831,-2.57221206,0.800162424,2.578437107,-2.355275323
0.508616546,0.288053303,0.632887952,5,1.029311912,16,0.123705232,0.360886118,0.347526308,0.632405251,2.257010369,0.374790211,-0.625003167,0.306807935,-3.565695894
0.645203579,0.69190785,0.045444681,13,0.98387544,12,0.445515398,0.158787071,0.182346444,0.927655725,1.844997762,0.844617153,-0.594355386,0.307626053,-2.86974538
0.221675842,0.642670713,0.201015746,7,1.412562384,18,0.564771654,0.896445936,0.86495577,1.595549312,3.731069741,-1.096769993,-1.967141633,-2.13875263,-5.274343375
0.421255484,0.403790891,0.251546093,11,1.950607646,13,0.945658597,0.963912614,0.321376478,0.889916379,3.582933772,-0.254287103,-1.934064652,-1.408216255,-5.103831877
0.120877067,0.224107352,0.613896907,13,1.208606572,22,0.305776138,0.005020518,0.00023551,2.128039965,3.930399885,-1.794842582,-3.378403166,-2.507134148,-4.568513511
0.66176926,0.740018939,0.2662302,6,0.533331421,4,0.070445919,0.874786706,0.514245114,3.209742272,1.796065291,0.678197282,2.010260485,5.11934031,0.596450857
