at_gw1,at_gw2,at_gw3,window,rip,rmse_mack,rmse_look,min_mack,min_look,max_mack,max_look
0.654054454,0.933859877,0.664235694,10,1.967056692,0.864022955,1.816134779,0.746320016,-0.717622933,0.307513513,-2.501667943
0.296449385,0.011192519,0.555927119,11,1.924767884,1.310725695,3.872050415,-1.155498587,-3.371794643,-1.43700757,-4.432359214
0.912915716,0.581505759,0.090263387,4,1.718029382,2.768335753,1.790018084,2.633015652,-0.427520794,2.444278955,-2.116210064
0.966461748,0.574799261,0.513447142,10,1.480715187,2.536532387,1.732786108,2.400316621,-0.320231027,2.144083422,-1.898679203
0.531015757,0.515977341,0.826862495,12,1.129803646,0.530169611,2.444353038,-0.016653505,-1.734653496,-0.472791069,-3.137245153
0.789642764,0.871067619,0.646223781,5,0.593646295,3.656990427,2.835679288,1.395350343,-0.792110003,5.486139261,4.286590447
0.888297124,0.996500483,0.20553677,6,0.757739934,3.552846129,2.020182773,2.086963022,-0.344572775,4.812489487,2.736957721
0.44941963,0.710989566,0.491993676,2,1.738367228,0.688721974,2.47998756,-0.086322793,-1.620909027,-0.454251457,-3.116468751
0.863842536,0.23345654,0.042868727,5,1.994457919,2.400652022,2.385978593,2.310176542,-1.308534568,2.039517517,-2.990142385
0.272243971,0.48803416,0.680602904,8,1.286796736,1.336325159,3.147533728,-1.189372283,-2.571263432,-1.464274521,-3.741999368
0.029395486,0.24374004,0.859435678,13,1.860837936,2.508784023,3.879652439,-2.470782818,-3.50372926,-2.509471245,-4.344910006
0.697798125,0.180137588,0.885857465,6,1.157859873,1.352079795,2.179717042,1.292944962,-1.255620023,0.89946804,-2.940533773
0.527251699,0.689422697,0.282347524,2,1.63693748,0.798393629,2.490759616,0.349867505,-1.57062821,-0.039395465,-3.178728892
0.881424087,0.263522928,0.500397278,2,1.999612957,2.730378767,1.929428947,2.318136795,-0.670499168,2.234816284,-2.513779799
0.2082376,0.447460379,0.106869628,10,1.164359333,1.685962608,3.846663226,-1.575512333,-3.369867109,-1.780322466,-4.409858488
0.931396335,0.210869374,0.724467565,7,1.008245364,2.909640054,1.136915736,2.442536342,-0.716952587,3.039746781,-0.596817059
0.389796641,0.674363077,0.310669898,2,1.746945997,0.798513298,2.842977574,-0.427046696,-2.080383659,-0.764231443,-3.474004747
0.532115223,0.077352232,0.077796239,7,1.304954234,0.530923541,3.566131982,0.279841522,-2.863727923,-0.154936498,-4.28259031
0.893541439,0.569658557,0.457777769,10,0.520798913,4.006573173,2.926762306,1.427946562,-1.734292559,6.056853337,4.34555144
0.12902501,0.982814149,0.48849166,10,1.433595232,2.050223232,3.050808748,-1.974878524,-2.504483695,-2.104106736,-3.608970565
0.149198731,0.459070164,0.343952803,5,1.329699282,1.891933111,3.693871196,-1.789747875,-3.203986524,-1.954043608,-4.226478656
0.1171194,0.099133771,0.354385674,13,0.75958072,2.169152484,3.254867513,-2.648027696,-4.9986909,2.048686313,1.072882466
0.046490756,0.944638504,0.097884855,10,0.986030267,2.043759483,2.673993614,-2.557933007,-3.382391184,-0.76283028,-1.497299375
0.277220634,0.998988839,0.949598456,11,1.29563853,1.396869477,2.380354201,-1.252740704,-1.673545756,-1.516294959,-2.974541209
0.223217595,0.001045141,0.724914772,3,1.219897217,1.503177596,3.766606842,-1.364049258,-3.289818672,-1.592158745,-4.296676903
0.277552651,0.492244938,0.857102861,12,1.54230997,1.423980795,3.106051697,-1.282830832,-2.533946191,-1.540274224,-3.686819963
0.98512837,0.471504005,0.509411901,6,1.492316321,3.090682278,1.633179919,2.933630365,-0.056628742,2.787155923,-1.585919419
0.302288687,0.003673933,0.024668185,6,0.526118825,2.792140164,3.789054434,-1.818969814,-5.681539617,4.525373352,3.117731104
0.240435352,0.816810995,0.714619608,8,1.158223863,1.489832583,2.714258944,-1.359751157,-2.119648281,-1.605783758,-3.322857929
0.310462151,0.609675294,0.216533251,4,0.973621931,0.921228672,2.265405688,-0.997641747,-2.812137523,0.424982753,-1.133684134
0.107351302,0.982940812,0.727522549,13,1.828441509,2.180841589,2.992877635,-2.11729095,-2.467443208,-2.220894187,-3.532995482
0.2340417,0.497841974,0.249046819,4,1.888529809,1.450984936,3.524150704,-1.295349514,-2.960420723,-1.551021956,-4.104003333
0.05371942,0.040087102,0.653666208,5,1.55550168,2.367994105,4.150995047,-2.313636538,-3.777261707,-2.381580846,-4.611235009
0.660082785,0.952478548,0.595467122,12,0.516114833,3.159956228,3.065455183,-0.055193946,-2.182237436,5.327831964,4.60977552
0.406985037,0.762718328,0.968009449,12,1.770341159,0.875404997,2.420207572,-0.642061355,-1.656346505,-1.007314913,-3.062992224
0.32991847,0.05338533,0.885423251,8,1.414001331,1.061260565,3.392352561,-0.879615415,-2.844583405,-1.202431938,-3.98430525
0.092917071,0.523263201,0.779827298,3,1.705081471,2.166338894,3.304253171,-2.096023173,-2.827613805,-2.201309828,-3.804761954
0.526238059,0.847310169,0.779674738,13,0.945695006,0.941456895,1.386633633,-0.263002878,-1.67206746,1.259352641,0.047520566
0.408957362,0.913633242,0.679446116,7,1.69444145,0.685035616,2.237015452,-0.404654678,-1.394313097,-0.790286365,-2.904647792
0.547565577,0.319783941,0.170456214,9,0.949951917,1.056327331,2.166422523,0.103513651,-2.739861766,1.455945797,-0.917998416
0.329572048,0.13693933,0.455902081,9,0.683128357,2.124711554,2.968755794,-1.490808611,-4.359350697,3.32478005,2.164134251
0.656285914,0.763059669,0.195129821,5,1.376626068,1.172006623,2.135195557,1.113912343,-1.069424255,0.693645832,-2.869899032
0.820493042,0.631107828,0.997750998,10,1.610916582,1.713446734,1.598818698,1.627292694,-0.294763192,1.255380084,-2.055807017
0.163652975,0.942426265,0.111296024,5,1.208317841,1.819125551,3.217464697,-1.708640414,-2.630668853,-1.888263978,-3.795787092
0.459048114,0.837664545,0.264219443,10,1.891233848,0.610754882,2.694938091,-0.276537691,-1.896828482,-0.699310155,-3.409938794
0.24868257,0.895690345,0.492123151,4,0.868136539,1.408300143,1.866088401,-1.518003435,-2.53691518,1.40998826,0.875373053
0.855890454,0.454160541,0.927398261,3,0.927385744,2.998031087,1.144797865,2.108949333,-0.25066701,3.416778162,0.853011067
0.620959092,0.829399246,0.309876449,9,0.81498968,1.948729324,1.613453567,0.349548413,-1.798185554,3.043474681,1.54303495
0.738618999,0.241558385,0.378525829,8,0.933892999,1.99270789,1.571716325,1.199551935,-1.944826876,2.462830307,-0.32162388
0.132211769,0.944505094,0.446167565,4,1.213424628,1.969910831,2.962042815,-1.876507606,-2.38060467,-2.023928598,-3.517726886
0.823339164,0.447173444,0.459587725,11,1.330721417,1.640835871,2.190206089,1.557770774,-1.142860572,1.158003676,-2.867078025
0.499453927,0.863053999,0.034748993,8,1.310396736,0.475020951,2.67432399,0.042523643,-1.833683364,-0.394740986,-3.432751678
0.479875948,0.800519822,0.404701832,3,0.571673343,2.769060394,2.837605765,-0.546132866,-2.643329079,4.715224551,3.946797108
0.652278448,0.336492875,0.44367569,6,1.138117457,1.102463035,2.438709188,1.032124562,-1.605911152,0.619791279,-3.223442936
0.350749092,0.928632466,0.527349721,2,0.666777222,2.240514557,2.552554073,-1.234105599,-2.610526895,3.620660442,3.262986037
0.44588473,0.500350291,0.488139014,6,1.640176953,0.555163494,2.81733921,-0.140737258,-2.053769701,-0.567844474,-3.506622631
0.327030946,0.007095874,0.183960292,7,0.545299542,2.707175695,3.6249875,-1.665086999,-5.355826218,4.431161086,3.103140528
0.210966373,0.035347906,0.966424256,12,1.942084267,1.71704863,3.685921859,-1.608337154,-3.231800561,-1.805572871,-4.208145141
0.572730661,0.210014116,0.773060703,9,0.682843867,2.387237671,2.412214105,-0.093972867,-2.926247274,4.000409937,2.666942004
0.581438676,0.684053382,0.106837573,4,0.787776436,2.11947815,1.800007804,0.388655418,-2.149306274,3.338575078,1.595585532
0.1896222,0.510226022,0.066031728,6,1.591074487,1.700808461,3.810429308,-1.582977005,-3.295465382,-1.785869019,-4.363724318
0.285078531,0.315116309,0.448030106,7,1.120809357,1.248594552,3.372841064,-1.087966975,-2.949340349,-1.375958365,-3.918999942
0.5216065,0.922196836,0.469858317,6,0.745597152,2.075767428,1.962668581,-0.107500379,-1.814195224,3.444978586,2.520237721
0.676391407,0.40757034,0.713671008,5,1.321502745,1.283295558,2.101893662,1.229424606,-1.076509331,0.817952314,-2.83872189
0.991974514,0.289086064,0.518843029,7,1.738776672,3.023422523,1.7758638,2.851262441,-0.420060451,2.712214336,-1.930794633
0.218750878,0.336280596,0.943699501,5,0.876553632,1.459749395,2.192905351,-1.699959483,-3.152487782,1.208231963,0.530504856
0.138052002,0.520762132,0.032261261,8,1.373636389,1.982692058,3.974757498,-1.900537133,-3.507649308,-2.045011329,-4.505323271
0.039488612,0.259134479,0.314037412,5,1.787080805,2.43801712,4.213995964,-2.39071683,-3.825526354,-2.444256834,-4.682122172
0.707279577,0.076453724,0.649487475,13,0.658498782,2.704507703,2.484577903,0.319875473,-3.055308646,4.40368376,2.700443595
0.653780865,0.417292114,0.032301214,5,1.553909523,1.158336019,2.74460147,1.099533086,-1.823666717,0.678219505,-3.547425605
0.876180732,0.235672217,0.438384027,9,0.685606829,3.480007827,2.086341989,1.621288211,-1.934787943,5.013191988,2.641308514
0.703183016,0.612283199,0.643504905,13,0.857077498,1.859482261,1.502421713,0.534541214,-1.744250519,2.735758828,1.072839328
0.417312451,0.709291956,0.026114172,5,1.32355986,0.623448686,2.997618771,-0.256662345,-2.227635345,-0.674352135,-3.700690753
0.839041811,0.790011582,0.449813456,7,0.667556274,3.523373762,2.313628983,1.603535434,-0.962590081,5.119016639,3.385687991
0.942078554,0.01403609,0.520971709,6,0.516328529,4.546414669,2.820481962,2.150123863,-2.064347596,6.67107185,4.066645838
0.964409057,0.080003288,0.590131086,12,1.792906542,2.291827522,2.234100028,2.17440037,-1.171936465,1.860418013,-2.796339056
0.911969484,0.228846068,0.92922918,3,1.981034367,2.836920771,1.584271946,2.577933857,-0.158268865,2.499673971,-1.9133432
0.809514837,0.753669379,0.920738648,11,0.621126445,3.284622634,2.655140342,0.989404392,-1.197823691,5.056542761,3.987366845
0.913059551,0.724853092,0.315258456,5,1.648888475,2.708482332,1.585158657,2.594680542,-0.014675159,2.380638471,-1.670957901
0.921361325,0.315992202,0.516703652,3,0.523193817,4.577055197,2.878878913,2.09596941,-1.396428838,6.589955943,4.342595057
0.330489876,0.817397865,0.524813366,5,0.898373571,1.149072455,1.711434224,-0.994828663,-2.279522328,1.356776004,0.491374253
0.557787603,0.03830627,0.969409332,2,1.367011137,0.907306415,2.671649224,0.519727055,-1.857740867,0.133650238,-3.34326659
0.823624329,0.683080182,0.09140133,4,1.591687203,2.207063865,1.869682249,2.115354511,-0.600387327,1.827073773,-2.385595819
0.835115498,0.322599453,0.935011969,5,0.506147775,4.129469643,3.098545535,1.578362847,-1.514132138,6.209624237,4.721789922
0.448717204,0.57166931,0.744895312,12,1.454968208,0.721093034,2.737501627,-0.432370423,-2.002620545,-0.830719393,-3.405199979
0.621605135,0.881370027,0.934018925,4,0.60338558,2.998244442,2.814433507,0.404130602,-1.18384893,4.903413596,4.345557151
0.463553886,0.249442315,0.343829221,11,0.836270128,1.444742856,2.335829808,-0.611955846,-3.36389701,2.275999801,0.56451801
0.425940182,0.986032755,0.53836024,7,1.666638743,0.622871767,2.222651701,-0.31059002,-1.353092734,-0.70818028,-2.906370513
0.233277483,0.080001832,0.89656139,7,0.641434442,2.370059577,3.155903478,-2.073327498,-4.502052142,3.451053001,2.856935162
0.312315759,0.738194181,0.408231296,13,1.225516365,1.301975416,3.14328952,-1.148479056,-2.5234139,-1.434250746,-3.762173774
0.007205925,0.597524491,0.610746657,2,0.998445326,2.22345369,2.669882229,-2.726339343,-3.344093146,-1.064770755,-1.563538186
0.512738423,0.984680191,0.203042302,13,1.277941662,0.574509552,2.577118422,-0.17216817,-1.736324578,-0.612038156,-3.309737253
0.475053341,0.435248627,0.234247125,5,1.384473424,0.513116773,3.031914216,0.074427877,-2.263674935,-0.37826887,-3.748083799
0.692885113,0.219578063,0.12107702,6,1.892392297,1.324532942,2.854915885,1.264794834,-1.962885026,0.869066978,-3.65951217
0.479376752,0.665102235,0.092954421,12,1.628010557,0.626011026,3.091262049,-0.278098195,-2.346505127,-0.69870872,-3.796030699
0.927300706,0.14897533,0.483570666,10,0.517945027,4.15415355,2.846924733,1.607955959,-2.3033018,6.228164995,4.039475627
0.744764221,0.227243791,0.141657588,3,1.775270161,1.79359294,2.612277047,1.629898792,-1.622039061,1.33320363,-3.399442711
0.811400071,0.417037202,0.261166655,12,1.429680362,1.484424326,2.455424307,1.399018506,-1.480245724,0.98310091,-3.212417917
0.42704822,0.971397203,0.763643733,3,1.40039193,0.613652571,1.940448542,-0.181997286,-0.974529831,-0.559415026,-2.575665862
0.732877487,0.582097264,0.049398011,13,1.365649196,1.028826911,2.664789841,0.91057594,-1.754248707,0.461562194,-3.481299467
0.666451375,0.394669464,0.726476407,6,0.945267019,1.735248164,1.286009139,0.971933847,-1.45778816,2.141780231,-0.039706788
0.749799764,0.778749291,0.290742974,7,1.940491721,1.56485958,1.893079478,1.496311122,-0.73986371,1.136623856,-2.553200628
0.258386155,0.152711647,0.49490278,2,0.594819191,2.552573431,3.35339791,-1.939356776,-4.796669178,3.928795059,3.059671735
0.705137005,0.129308191,0.614914369,12,1.077585402,1.027127833,2.36600405,0.840905505,-1.996153692,0.6033797,-2.740769018
0.763958993,0.970584046,0.988590147,4,1.940609141,1.841731196,1.289328972,1.770889427,0.568408653,1.428996422,-1.286156211
0.362695935,0.268455979,0.638985835,4,1.933431222,0.822955188,3.159526568,-0.546769992,-2.513573306,-0.914027883,-3.790541223
0.276073631,0.042893307,0.860924948,8,1.662142865,1.317888048,3.546835589,-1.168720565,-3.042393246,-1.447152002,-4.109785331
0.364071393,0.014756481,0.11085508,8,1.412417034,0.903581479,4.056632866,-0.694742387,-3.506426836,-1.044444067,-4.661499908
0.375624767,0.568218747,0.593243035,2,1.690341932,0.843586159,2.767019459,-0.508727199,-2.028175366,-0.836739053,-3.374059121
0.094075081,0.777212819,0.582668927,6,0.723703379,2.311403246,2.700296039,-2.760125858,-3.781045443,2.374189913,2.344693788
0.643562967,0.912573286,0.07811734,11,1.769291043,0.772539708,2.362181862,0.623234336,-1.397074018,0.164904346,-3.134619449
0.64445502,0.475371697,0.184929715,5,0.874041423,1.974159889,1.594774803,0.833185587,-2.032621911,2.773396633,0.498095946
0.910987182,0.384267846,0.214745556,2,0.942276439,3.356459267,1.163999893,2.359048068,-0.857771457,3.575210424,0.025259155
0.65764191,0.621966272,0.52821945,12,1.776862522,0.773691437,2.371662154,0.61998999,-1.450124467,0.160439634,-3.146591321
0.751324013,0.112911997,0.730181696,13,1.817502125,1.112453892,2.638194347,1.001729854,-1.77535108,0.557360797,-3.442226967
0.272550888,0.0672415,0.512905591,3,0.52747577,2.803312047,3.637184233,-1.959462563,-5.153208593,4.46503485,3.580831527
0.291710296,0.680803576,0.756161461,5,0.674003188,2.179975745,2.624027265,-1.585100417,-3.115682638,3.368120895,3.06262176
0.91722439,0.44765533,0.131459552,12,1.746179075,2.037281648,2.271690593,1.935457263,-1.192756327,1.585885308,-2.874689122
0.800334222,0.567480591,0.269016368,9,0.833697797,2.610156971,1.459860425,1.363457402,-1.537533346,3.540042654,1.227149043
0.0223078,0.894865024,0.44407966,9,1.106726925,2.526050954,3.165687393,-2.494047169,-2.887686495,-2.518274495,-3.585769233
0.527128574,0.768586059,0.008954698,11,1.517188056,0.520449183,2.87782218,0.023206979,-2.064249132,-0.433837584,-3.621159555
0.630326168,0.665540351,0.008389246,9,1.40866443,0.79920045,2.656466643,0.691620931,-1.763462423,0.265071383,-3.474142066
0.421426268,0.375511849,0.849876156,8,1.420292364,0.6620022,2.795614828,-0.382460691,-2.100595039,-0.775894761,-3.460625367
0.336421849,0.454075929,0.388386107,13,1.523773797,1.199791688,3.449328835,-1.032797139,-2.865242376,-1.339139018,-4.060103001
0.438208671,0.294387596,0.820876653,4,0.835061117,1.501828813,1.933185374,-0.41378484,-2.609791079,2.402678474,1.135953797
0.2290931,0.811120433,0.934315082,10,1.888358452,1.589576897,2.678402721,-1.469106646,-2.064557208,-1.693948609,-3.260873386
0.954182468,0.369571506,0.027348146,12,0.585692752,3.886891554,2.484762989,1.61755155,-2.261467813,5.705430512,3.303320786
0.431744309,0.67213386,0.149294898,9,1.131769848,0.658745882,2.927696775,-0.370466578,-2.282863142,-0.773268866,-3.619241652
0.756999718,0.338662903,0.950130346,2,1.676930888,1.961893965,1.809660071,1.622926274,-0.584724618,1.383694528,-2.419412114
0.788014312,0.26965647,0.003772102,3,1.845218401,2.056755702,2.55001204,1.873873644,-1.514983325,1.620522249,-3.306538746
0.819496119,0.831979579,0.529462627,9,1.311762858,1.78819716,1.644879879,1.706294284,-0.334628507,1.371636053,-2.095294006
0.213702443,0.12569756,0.294565028,2,1.848906217,1.564696632,4.030208912,-1.433421464,-3.55178873,-1.639024622,-4.556399239
0.209745918,0.228774668,0.534194733,4,1.77344711,1.5748283,3.677114707,-1.435136073,-3.175172134,-1.665199827,-4.222269234
0.061420732,0.29835571,0.752908162,12,1.005547934,2.024753473,2.972210806,-2.463323646,-3.655018096,-0.9977304,-1.961263391
0.322696259,0.874419946,0.760042904,13,0.854338809,1.40975787,1.880382098,-1.413064011,-2.545163861,1.624086957,1.089371678
0.217813899,0.89129212,0.974609304,12,1.774596001,1.686893405,2.652394749,-1.574914684,-2.037743349,-1.778492095,-3.221609383
0.322730761,0.006130722,0.872469426,3,1.848805003,1.010979442,3.390279749,-0.789788702,-2.828917453,-1.096558208,-3.970712803
0.546834849,0.905150401,0.826088053,3,1.968851546,0.739322435,1.696781734,0.512576886,-0.559627092,0.091743726,-2.323775671
0.088855422,0.458061262,0.185403844,3,1.401934171,2.186859835,3.959381654,-2.118270034,-3.514537101,-2.219724305,-4.460041094
0.377851316,0.099517927,0.539671871,13,1.699514012,1.027714282,3.657719061,-0.833077763,-3.099282034,-1.172004271,-4.261750563
0.76552363,0.284226445,0.176449366,11,1.606096641,1.340231907,2.747078525,1.256519501,-1.845280008,0.828949391,-3.538323004
0.529046575,0.960778318,0.751833611,3,0.502098918,3.137054436,3.252608848,-0.342249173,-1.921512583,5.331290978,5.012055346
0.644909825,0.469529321,0.490154974,13,1.938469521,0.680548853,2.659145864,0.476093999,-1.813298831,0.012999867,-3.430528886
0.459387738,0.663449646,0.585383493,10,0.93275345,0.956868906,1.687317035,-0.451788253,-2.198081155,1.291280662,-0.089733859
0.719504109,0.631648155,0.812767109,3,1.978486186,1.642853831,1.633369329,1.487431044,-0.345263647,1.16730677,-2.209827905
0.818750277,0.653434735,0.029126341,5,0.59360252,3.787254554,2.476950168,1.574335125,-1.709853868,5.590803663,3.541312298
0.325770912,0.654745371,0.419585814,3,1.419343148,0.996746296,2.919393361,-0.772173564,-2.224882084,-1.081140997,-3.548451026
0.397238978,0.936654868,0.046308612,3,1.28094524,0.699262562,2.687523678,-0.354674631,-1.863866846,-0.714608392,-3.380129423
0.425300055,0.595447663,0.807657074,4,1.909812172,0.588940787,2.400727995,-0.182761283,-1.589864256,-0.594493192,-3.073429511
0.716362421,0.685259059,0.690456487,7,1.907821436,1.375536288,1.776712635,1.308738308,-0.632286462,0.931466071,-2.452626418
0.301302458,0.560429451,0.068035621,7,1.099718951,1.153559318,3.248417958,-1.00241598,-2.899007443,-1.263255218,-3.707211123
0.227887636,0.278367967,0.516560016,10,1.164115785,1.595149354,3.658614391,-1.475252684,-3.186926849,-1.698953759,-4.219645819
0.698210406,0.200143993,0.891801545,4,0.516871087,3.570474881,2.998443889,0.763733836,-2.384841623,5.735355026,4.390755963
0.984775113,0.995085295,0.079737872,13,1.59117833,2.289429922,1.73113105,2.155499501,-0.2749586,1.842269274,-1.925613186
0.346599466,0.206605196,0.119528747,11,1.819787233,1.089296421,3.903277033,-0.902240082,-3.345415424,-1.227478216,-4.502843204
0.011487691,0.112792,0.066788654,4,1.666869612,2.574330776,4.684002673,-2.540696906,-4.330426301,-2.566188643,-5.128028912
0.788509077,0.356222813,0.751802472,7,0.703318632,3.171755846,2.059343193,1.350486056,-1.58251883,4.642828816,2.833134671
0.99104457,0.353723628,0.139658802,2,1.007995597,3.672983633,1.212024845,2.871831913,-0.566966851,3.567358377,-0.68678745
0.797053886,0.574123285,0.722639351,4,1.475413786,2.043251954,1.600825603,1.961784032,-0.254671106,1.648980412,-2.061346147
0.006197459,0.822244035,0.678082969,13,0.671919283,2.729381997,3.072011618,-3.427385159,-4.370171154,2.617860643,2.790548423
0.256995708,0.788524093,0.833378072,11,1.762156446,1.487841671,2.773194123,-1.354719104,-2.148998229,-1.599285199,-3.360878075
0.874629889,0.001067337,0.008082045,10,0.912825154,2.61245724,1.84492128,1.760738066,-2.346639297,3.174555842,-0.464405519
0.078278885,0.367719731,0.229548891,11,1.988665615,2.288629618,4.150358121,-2.232300036,-3.739399127,-2.314229874,-4.639244297
0.027249856,0.585942711,0.389280676,11,1.726889583,2.512505496,3.845807207,-2.47441422,-3.431932176,-2.512182715,-4.331137738
0.372873121,0.422106039,0.961019676,10,1.108560465,0.935887978,2.623610969,-0.726899919,-2.157478566,-1.079535426,-3.171533278
0.222365557,0.464378176,0.144601761,8,1.593301528,1.577147299,3.76734482,-1.455923829,-3.249253091,-1.684749375,-4.335317244
0.828322036,0.817866868,0.979404319,3,1.010698118,2.568526921,1.101160693,2.024124569,0.468275001,2.581593664,0.219553993
0.989622847,0.13231608,0.450763655,8,1.748515427,2.884485974,2.017557201,2.716713147,-0.833940052,2.576624011,-2.33292303
0.462078101,0.863591688,0.20695397,8,0.581197474,2.626212896,2.814895157,-0.830320514,-3.06110816,4.491785162,3.648846377
0.932851608,0.282881129,0.02801824,2,1.785833956,3.058844504,2.134339971,2.608109489,-0.912322113,2.608731092,-2.734121274
0.793712848,0.416566444,0.390615228,9,1.005502385,1.94101944,1.44867055,1.491702075,-1.380068239,2.043385768,-1.104827453
0.185692041,0.595034797,0.919855284,13,0.913542361,1.565697973,2.166015852,-2.016684209,-3.072521539,0.57298003,0.037699934
0.886639986,0.484963932,0.883154615,9,0.885756666,2.853449137,1.281849934,1.886310929,-0.650549911,3.578374445,1.20675718
0.16975331,0.052000658,0.078302083,3,1.361603365,1.775695897,4.427520748,-1.668333601,-3.991715732,-1.848470816,-4.935152849
0.586102674,0.170537516,0.868101999,5,1.18991632,0.812957837,2.499500545,0.711557572,-1.658290527,0.266772544,-3.241576274
0.337428179,0.142322005,0.605219339,2,1.239046456,0.988019641,3.427506998,-0.728359663,-2.836596323,-1.029791654,-4.009860758
0.307610144,0.323231916,0.146538421,13,0.748749877,1.875329708,2.879220261,-1.659224861,-4.321318768,2.618985192,1.334998334
0.240984797,0.548671528,0.233806457,7,1.591896698,1.464523211,3.512827398,-1.329213189,-2.956592666,-1.577555545,-4.093958921
0.326769401,0.465339655,0.66050355,4,1.91513244,0.988903419,2.960146511,-0.757744178,-2.300272344,-1.094876815,-3.582818629
0.938936992,0.238080403,0.879497058,4,0.618411748,4.344752789,2.597236576,2.345589245,-0.915625646,6.013331711,3.865682148
0.534494486,0.801905761,0.931261999,8,1.670314977,0.499393939,1.917607967,0.233367906,-0.957847544,-0.201614322,-2.626443916
0.361978148,0.718572974,0.387137047,7,0.82422464,1.470112212,2.015366439,-0.995952179,-2.774844584,2.185109791,1.187810417
0.526656922,0.052232509,0.910462395,7,1.291489757,0.519451173,2.863830319,0.249428891,-2.129964964,-0.185918041,-3.564171408
0.957706695,0.290995934,0.077619961,6,0.85819667,3.620550832,1.374099596,2.587744979,-1.268757323,4.481433563,0.912451188
0.137734777,0.623851248,0.2789013,7,1.073747499,1.844252527,3.136076724,-1.921461493,-3.141722753,-1.672379633,-3.180036369
0.741400166,0.635736187,0.054194273,11,1.005827251,1.521164562,1.67537535,1.049630511,-1.674521515,1.56306844,-1.317118359
0.031269791,0.050245872,0.113185871,6,0.556884667,3.070278849,4.119250667,-3.549948043,-6.451392762,3.645285506,2.838688977
0.711758597,0.207678574,0.775189716,5,0.904201039,2.176579215,1.353084185,1.259253184,-1.565267406,2.774877902,0.440202429
0.681939285,0.518706932,0.869772858,11,0.961312136,1.429744069,1.267056785,0.694125832,-1.393098558,1.742129393,-0.16872189
0.030131947,0.84517019,0.418813785,12,0.884514143,2.114985417,2.495768061,-2.833307248,-3.646048128,0.489485695,0.172654374
0.72308872,0.15555095,0.262660804,9,1.897685874,1.259020147,2.851173451,1.189403301,-1.991853906,0.796981647,-3.670684121
0.419321473,0.426815306,0.306998754,13,1.381676317,0.863636852,3.373047962,-0.631391106,-2.7317102,-1.002992331,-4.024771006
0.08951251,0.268035577,0.048264131,6,0.578688261,2.856812688,3.802392463,-3.111916665,-5.831531196,3.60871395,2.804439501
0.14718544,0.612646362,0.332037705,8,1.372952051,1.939019456,3.569103632,-1.852955243,-3.076011766,-2.006386838,-4.112631629
0.993054123,0.056707073,0.155788969,7,1.178984218,3.030159105,2.236894376,2.857294568,-1.144892474,2.719506341,-2.624279756
0.696904784,0.027057605,0.2839498,4,1.28089222,1.444284608,2.907349397,1.385461803,-2.025198873,0.992221695,-3.699795477
0.77539467,0.173732313,0.854650005,4,0.879769107,2.645252577,1.30309754,1.635810821,-1.277435467,3.331157136,0.889094175
0.916816911,0.503068878,0.612923894,11,0.938091002,2.647197358,1.149466132,1.911148216,-0.852644161,3.071771211,0.322352971
0.46473794,0.960182936,0.335233858,8,0.528209365,2.841915558,3.048013272,-0.898793617,-2.918954043,4.874801757,4.283187892
0.452768078,0.86398283,0.617521216,13,0.920938269,1.009161338,1.606110274,-0.65990218,-2.086906438,1.295586097,0.204741106
0.625018983,0.525919227,0.833928488,9,0.953480058,1.32485054,1.286245862,0.528918556,-1.491233082,1.710370038,-0.085815753
0.301807036,0.637194687,0.742290108,6,0.624051101,2.389149834,2.867988484,-1.641557471,-3.398220019,3.788130935,3.462152364
0.856236107,0.121014675,0.997651423,6,1.306283813,2.287750694,1.823393345,2.197515834,-0.6459407,1.91225932,-2.338917787
0.597591675,0.643304088,0.940236341,7,0.552232857,3.03069652,2.942722178,0.021688368,-2.116182945,5.098683374,4.435839458
0.095346926,0.949337223,0.386052748,5,1.312091435,2.161665173,3.111879231,-2.087720572,-2.566675967,-2.196678103,-3.652349072
0.963314247,0.851865789,0.795775469,4,0.745955837,4.107771957,2.549278518,2.618160559,0.480865648,5.333849348,3.440222802
0.902618321,0.358647376,0.488023529,12,1.261567032,1.959353443,2.141664801,1.861463653,-1.055873997,1.501580941,-2.751938457
0.701883026,0.588275427,0.562023081,11,0.766707254,2.348261988,1.835981779,0.580374997,-1.909316398,3.632829508,2.067232876
0.294269699,0.744321855,0.436750852,4,1.547716623,1.147510442,2.86441346,-0.946999332,-2.178430881,-1.25683211,-3.490313282
0.051241136,0.882132728,0.711253651,12,1.902408015,2.412667963,3.198790998,-2.365785467,-2.720582489,-2.423895356,-3.710179857
0.900853642,0.067655054,0.703974673,9,1.349392527,2.254911472,2.141310779,2.143156407,-1.086638322,1.876497794,-2.720127252
0.322157227,0.826399428,0.832773211,2,1.433203446,1.052586423,2.34239177,-0.816269524,-1.552571963,-1.106354435,-2.890860904
0.804053906,0.27778255,0.65761109,11,1.211128862,1.539235499,2.27444278,1.457269903,-1.285783067,1.046617945,-2.996838124
0.844667865,0.44389236,0.719650147,2,1.44696106,2.499043034,1.680310155,2.111835084,-0.288453649,1.975519125,-2.155418816
0.304948726,0.54434134,0.046815632,6,0.827023779,1.492198503,2.453986682,-1.286922649,-3.571036083,1.997859654,0.645950149
