at_gw1,at_gw2,at_gw3,window,rip,rmse_mack,rmse_look,min_mack,min_look,max_mack,max_look
0.287005562,0.53109747,0.56891406,10,1.188026483,1.322432552,3.195559735,-1.17114236,-2.620906319,-1.451674857,-3.801911223
0.117605651,0.200822461,0.797796857,8,1.681002793,2.080153104,3.734118253,-2.006497168,-3.312256743,-2.131120382,-4.233952874
0.023924109,0.616946405,0.543944691,11,1.735691197,2.526993535,3.682260134,-2.49014394,-3.263033924,-2.524987166,-4.16855686
0.962212043,0.083639042,0.308935536,5,0.692684181,4.202839072,2.01559948,2.53736176,-1.605504135,5.680877734,2.557366312
0.117699876,0.275288049,0.001562668,3,1.089932652,1.985456386,3.969103404,-1.973318096,-3.890717154,-1.947222895,-4.164392854
0.102253123,0.359422285,0.320170729,7,1.635736711,2.143189736,3.977939946,-2.073580273,-3.547544591,-2.185373246,-4.477960362
0.457048319,0.939447516,0.29051622,5,0.860791664,1.394960741,1.562871761,-0.295291186,-1.893056275,2.200539902,1.043462187
0.832049433,0.503764621,0.300148966,10,0.838507498,2.66950632,1.470369301,1.458196507,-1.562324538,3.571140575,1.143370912
0.805473819,0.074376627,0.778420822,3,1.718469422,2.164530728,2.093184454,1.972584982,-0.99449117,1.739076987,-2.782163273
0.618705386,0.092408171,0.848938414,2,1.540724937,1.186478378,2.543974997,0.856466434,-1.657239122,0.501819598,-3.24474173
0.678301777,0.182539709,0.810028418,13,0.718474474,2.380958971,2.214534454,0.246409825,-2.686128278,3.860117145,2.316104937
0.891902351,0.801106233,0.917958238,7,0.692247741,3.696664123,2.545667448,1.932558509,-0.187953887,5.229993132,3.667788268
0.846057168,0.712353628,0.107683927,4,1.40664329,2.346605887,1.778333036,2.2451732,-0.445332271,1.979880239,-2.216038455
0.527783141,0.075192564,0.860049187,9,1.498833654,0.488393752,2.945992394,0.143355819,-2.230055945,-0.30094336,-3.654317726
0.296573515,0.087473738,0.791073787,4,1.555913789,1.136096433,3.424220624,-0.933630949,-2.870637641,-1.245401575,-4.003546821
0.381878414,0.848279144,0.334350408,2,0.638904074,2.381779274,2.65774222,-1.090491015,-2.912419349,3.934742203,3.285345121
0.169117431,0.894744062,0.33764601,8,1.543726052,1.833841619,3.151593572,-1.738075153,-2.591215821,-1.913238143,-3.726584222
0.352206941,0.24474402,0.443386233,11,1.901962687,1.065000986,3.567195518,-0.873790622,-2.990398929,-1.203659261,-4.173438594
0.529903771,0.913517,0.768907146,5,1.194889845,0.592777371,1.782171952,0.388782741,-0.73296027,-0.066417378,-2.454445806
0.48247276,0.270680681,0.366198917,12,1.234693289,0.617657776,3.340734022,-0.262455774,-2.665866322,-0.685326937,-4.016074083
0.254326091,0.459393496,0.880795352,11,1.519574094,1.499867807,3.140220575,-1.368136358,-2.585680227,-1.610208479,-3.710138406
0.0301027,0.877876967,0.566837478,4,1.512659338,2.482371075,3.164099709,-2.439495907,-2.673497679,-2.483886798,-3.6685723
0.457859723,0.813467299,0.799595307,11,1.945380242,0.654543071,2.335554691,-0.332146199,-1.505735391,-0.748787011,-3.009701004
0.309403134,0.73589876,0.152083877,4,1.175676484,1.072956433,3.072048906,-0.859013395,-2.406860274,-1.181606607,-3.719677469
0.662126151,0.315038188,0.964583555,3,0.710395386,2.780428108,2.120298597,0.75092088,-1.731736745,4.311371969,2.871207256
0.508517732,0.604042476,0.447857247,6,0.558842118,2.829222303,2.898555804,-0.449951446,-3.004451171,4.838951626,3.879294016
0.874265023,0.076465533,0.784126922,13,1.284562454,1.712978752,2.348173837,1.609873424,-1.381171346,1.221216811,-3.073750894
0.75798263,0.936388937,0.95979381,9,1.718652132,1.44663446,1.418035299,1.376182984,0.013219327,1.002474856,-1.810235132
0.104203899,0.596863406,0.478396974,12,1.225955837,2.184274579,3.63646127,-2.119474066,-3.177862648,-2.221731635,-4.152277997
0.192292888,0.015671593,0.059013751,13,1.088475385,1.756572652,4.154498699,-1.73763213,-4.108770965,-1.743786381,-4.320417116
0.652108074,0.97736067,0.102958682,10,0.84227524,1.895980367,1.484429359,0.476324226,-1.645992356,2.857854432,1.212318277
0.720772596,0.262716452,0.39727531,4,1.30824024,1.583803804,2.41421256,1.522396672,-1.421717615,1.146246324,-3.177432813
0.234317513,0.68142468,0.447971589,9,1.603734842,1.541366626,3.215833638,-1.416327314,-2.645074464,-1.652362946,-3.808672847
0.180344895,0.323472742,0.149304515,11,1.641931945,1.833320633,4.078484971,-1.737136861,-3.615843338,-1.910002892,-4.606647482
0.457273212,0.797787175,0.42835105,11,1.284231919,0.656372206,2.658210366,-0.335171855,-1.866298624,-0.751343649,-3.352049995
0.985358384,0.07222921,0.990798343,8,1.15722317,2.858470793,1.689630689,2.693431423,-0.431729969,2.548395295,-1.912712273
0.239094456,0.039032695,0.33256506,3,0.983923278,1.164569689,3.096831889,-1.412541693,-3.836884994,0.021187547,-1.909442951
0.678586861,0.954975463,0.473610773,7,0.890371964,1.956103168,1.188900428,0.90774462,-0.882087603,2.670441893,1.069878927
0.353964781,0.025122647,0.803696807,12,0.961928899,0.958448892,2.55756932,-1.064210336,-3.324573013,0.535489144,-1.141596082
0.014004286,0.175211121,0.119327473,3,0.546754812,3.148475965,4.089022602,-3.686982264,-6.349036364,3.686830475,3.038217138
0.056227491,0.545240173,0.271063194,12,1.183250806,2.391285431,3.93400201,-2.342716943,-3.52481481,-2.40498439,-4.432207394
0.715104055,0.913934795,0.417625639,11,0.706039967,2.637814898,2.093369397,0.579625169,-1.594407251,4.159905113,2.878449464
0.257254873,0.747701838,0.753761192,6,0.841119866,1.502880244,1.955163012,-1.549250863,-2.654256018,1.70064872,1.264186199
0.132505519,0.660389637,0.232767029,10,0.704414035,2.310172134,2.964824046,-2.630420679,-4.386374683,2.624822887,2.089544525
0.165035288,0.731007922,0.197070712,3,0.764353401,1.983381313,2.596074829,-2.215210811,-3.770023611,2.203405259,1.605220984
0.764731868,0.972178902,0.008830129,5,1.206010949,1.796194818,1.773190856,1.737946182,-0.471153132,1.381900633,-2.284171723
0.207922575,0.690749582,0.085826226,6,1.423442246,1.609478318,3.508835132,-1.481453731,-2.944964123,-1.703235494,-4.085802192
0.071617228,0.051598499,0.396793886,4,1.03927228,2.019278116,3.628579648,-2.30094897,-4.088452628,-1.412150995,-3.061208705
0.975389513,0.461366542,0.880950571,12,1.012531273,2.602665917,1.100815096,2.168335197,-0.434350712,2.631721757,-0.386587551
0.146005362,0.951018595,0.631756393,7,0.675691818,2.373024907,2.747047797,-2.55310538,-3.470464962,2.936325581,3.053931186
0.552929247,0.474412381,0.631857914,10,1.333209222,0.525968119,2.616652892,0.215603826,-1.800069531,-0.237359855,-3.354211168
0.998099971,0.526059509,0.007384949,8,1.132551806,2.936274852,1.835571888,2.762998002,-0.601810676,2.632982315,-1.979868049
0.791220129,0.078582855,0.091414801,3,1.630639705,2.076483582,2.724158687,1.891986772,-1.741403562,1.642164727,-3.503400502
0.945415949,0.290392816,0.721761916,11,1.100822999,2.313926487,1.704608696,2.189941827,-0.741097595,1.898321061,-2.04678623
0.306755852,0.735198288,0.892877345,12,1.546138009,1.296256738,2.725157966,-1.138702077,-2.073760408,-1.422552253,-3.328959047
0.921983498,0.967225962,0.294642577,12,1.153395117,2.062766579,1.628663486,1.959572364,-0.235443144,1.613422011,-1.912702818
0.888469198,0.788616584,0.574203696,8,1.46300239,2.274891466,1.530313855,2.163528468,-0.029088814,1.917798425,-1.700317468
0.813893843,0.743863397,0.647692371,12,1.488238973,1.497083735,1.817195964,1.411724512,-0.632333689,0.997088639,-2.418577686
0.023741089,0.537938106,0.710597459,4,1.985462179,2.513854722,3.499379037,-2.474147658,-3.069555886,-2.512067326,-3.979299367
0.066898253,0.640968229,0.366733837,5,0.697904317,2.470351683,3.001614459,-2.978314385,-4.3994453,2.54277004,2.284139026
0.909571543,0.154087682,0.643653451,13,1.086758273,1.932455174,1.95851865,1.775392802,-1.318537364,1.522218435,-2.40417787
0.45028811,0.769963274,0.336879678,2,1.876138098,0.688307513,2.535227246,-0.08144377,-1.672768643,-0.449698643,-3.183970357
0.384923974,0.320543421,0.759755554,6,0.777604426,1.706010361,2.24567436,-0.880566724,-3.080374468,2.72653971,1.694390769
0.902021365,0.637029942,0.449617685,10,0.568961926,3.892436601,2.739941104,1.531334716,-1.475168009,5.796422416,4.045939801
0.405700926,0.011029122,0.609880496,12,1.28029092,0.880456238,3.620153613,-0.648493969,-3.045285878,-1.012714718,-4.232982805
0.373239215,0.366845291,0.471503693,9,1.961591625,0.896634439,3.284686884,-0.68327429,-2.659195567,-1.040947669,-3.927383448
0.85733696,0.665964193,0.428629449,9,1.852628303,2.00348612,1.796107657,1.909559003,-0.556994328,1.604394614,-2.268928039
0.211742574,0.731085933,0.695193956,8,0.634703078,2.429006695,2.937364159,-2.249922563,-3.739658641,3.437429549,3.303020273
0.680142448,0.553506435,0.009913894,12,0.629514437,2.784122827,2.50615995,0.214803544,-2.991626198,4.592554188,2.867533722
0.034203646,0.327410818,0.177581173,8,0.70387654,2.544824106,3.392963482,-3.183698566,-5.244851222,2.396076153,1.716716934
0.09600106,0.544574067,0.289028904,4,0.598886316,2.762321645,3.427245248,-3.006526143,-4.956917207,3.468811123,3.098834472
0.348712885,0.969188306,0.740185103,9,1.825041867,1.006237302,2.340601647,-0.813763551,-1.571918914,-1.151980487,-2.994801437
0.802203327,0.633985177,0.329268004,2,0.747014521,3.355054567,1.853041274,1.549590019,-1.105847889,4.601398503,2.439792221
0.12011072,0.528137578,0.79060448,5,1.396822925,2.037971393,3.250161787,-1.951532984,-2.753969816,-2.085581003,-3.770697602
0.270128839,0.379213484,0.87415691,8,0.66753147,2.225511424,2.835529931,-1.832510533,-3.809468664,3.314862709,2.858787333
0.565613645,0.513274849,0.733360999,6,1.639378812,0.687899741,2.273028605,0.538031925,-1.360084023,0.101459446,-3.0116397
0.733553847,0.954454325,0.937718689,3,1.772087697,1.726394485,1.32489885,1.566633996,0.39852363,1.259415736,-1.501847968
0.412143281,0.919870562,0.428307028,9,1.592057955,0.733135251,2.518647808,-0.474714096,-1.724201391,-0.86338884,-3.217004958
0.476743444,0.591632102,0.790559944,5,0.80112651,1.730269715,1.81912364,-0.256411682,-2.066762345,2.835802288,1.841303072
0.262837239,0.909898743,0.746020614,13,1.989250629,1.514032879,2.76432932,-1.386493244,-2.132798347,-1.627783996,-3.363010256
0.872869147,0.984895949,0.393557702,13,1.579278223,1.705868478,1.707676617,1.602990037,-0.384835555,1.213524632,-2.158938239
0.045261261,0.358183504,0.020369748,12,1.799637937,2.43827616,4.410080661,-2.393654177,-4.020160596,-2.446540614,-4.882936462
0.268285161,0.051907337,0.886588979,5,1.910746968,1.291712931,3.462505016,-1.114294291,-2.93825429,-1.403942061,-4.023098451
0.750051838,0.124210411,0.669914651,11,0.628858958,3.047456249,2.498245185,0.673939057,-2.728165719,4.833768164,3.101059694
0.955608581,0.49628018,0.038400856,7,0.55479931,4.422223821,2.635547944,2.148217854,-1.609306683,6.463587564,3.842656642
0.323661825,0.306470514,0.919860143,5,1.403338721,1.019662935,2.962397175,-0.79694092,-2.333846487,-1.137915036,-3.568088212
0.465947024,0.356288545,0.053807453,10,1.512547257,0.591066227,3.47315009,-0.240476196,-2.790899177,-0.66816298,-4.162660474
0.616368014,0.106124096,0.872009847,13,0.956705765,1.100679538,1.89156256,0.199224977,-2.38168418,1.443484714,-0.666166791
0.692081275,0.655978455,0.836244525,4,1.431252261,1.416400608,1.648536961,1.357710098,-0.418033919,0.961237372,-2.250277339
0.201721114,0.497891328,0.900845049,10,0.843765096,1.657384178,2.2613791,-1.979158394,-3.287912849,1.442762733,0.958121621
0.191641772,0.322913185,0.16979175,7,0.592106757,2.624622838,3.49334212,-2.432159426,-5.185061461,3.741948112,2.882193747
0.068203027,0.798496518,0.571491468,4,0.858758559,1.995443143,2.274468585,-2.633925004,-3.305515901,0.922373455,0.79016196
0.261402166,0.226891943,0.335554956,8,0.713827404,2.037458294,2.967566685,-1.802684473,-4.440165449,2.893832245,1.797788218
0.38404209,0.447043102,0.243734822,4,1.22674941,0.732435772,3.227994333,-0.421183139,-2.539816782,-0.805688189,-3.890201956
0.129948198,0.619008677,0.357859483,6,1.97670824,1.997528341,3.527669268,-1.910835743,-3.029950821,-2.052350595,-4.059285723
0.127617833,0.890085599,0.096242289,3,1.665550952,1.990397523,3.368250291,-1.904372976,-2.818779684,-2.042965108,-3.91775851
0.616411953,0.072300173,0.571602433,10,1.522626302,0.706550807,3.01517898,0.548318029,-2.245378902,0.101564164,-3.771052244
0.332827521,0.247831244,0.999316547,11,1.202991934,1.149447766,3.123333785,-0.971920563,-2.547359581,-1.285837288,-3.718022637
0.938021479,0.472196247,0.01902471,4,1.72240654,2.928697931,1.900339108,2.778626329,-0.58792471,2.625478605,-2.241082607
0.217345843,0.560681851,0.823999925,12,1.893051386,1.688954892,3.172711999,-1.577202152,-2.634695988,-1.780344654,-3.731302814
0.557245708,0.379690735,0.257166715,10,1.444861502,0.533128062,3.043062579,0.238249499,-2.270753781,-0.215120898,-3.788885182
0.432649421,0.156035545,0.108504779,8,0.61018261,2.473987617,3.116892271,-0.959697864,-4.474781111,4.199058031,2.655814562
0.612729138,0.58451295,0.335972845,6,1.016012429,1.172520738,1.633223723,0.731931274,-1.602151976,1.181404398,-1.331168611
0.899400427,0.451150807,0.645363081,11,0.68091085,3.440134925,2.198111984,1.546369353,-1.466156351,4.95465158,3.029598897
0.845353282,0.317599418,0.633356953,12,0.59072679,3.451079692,2.587808755,1.05433637,-2.226431085,5.311277428,3.615762888
0.691546759,0.711206006,0.478175464,7,0.964582612,1.711823542,1.12329959,1.052764466,-1.109289726,2.011602827,-0.177913016
0.00466808,0.795533365,0.184008337,6,0.556440361,3.137334903,3.64925365,-3.724458553,-5.233184303,3.588479138,3.545459593
0.611217732,0.150307558,0.05177175,7,1.040017172,1.002922763,2.620138738,0.670475727,-2.621818307,0.854902358,-2.526087268
0.469879085,0.570095415,0.511169596,11,1.846345618,0.618997292,2.841919169,-0.270390594,-2.090555643,-0.695884168,-3.530840463
0.656697728,0.146647261,0.336781149,5,1.80524251,1.174258426,2.832196857,1.116276755,-1.95986772,0.696183138,-3.625875449
0.231417057,0.007868684,0.531411256,2,1.384949934,1.477383522,3.924435761,-1.333404195,-3.446534775,-1.553344927,-4.449265645
0.173752966,0.56886979,0.87018447,3,1.737985692,1.755285423,2.981397525,-1.645726772,-2.42676768,-1.829669441,-3.517335936
0.829756538,0.787782363,0.765819493,6,1.200744969,2.12655857,1.439985132,2.046060644,0.138445685,1.737224728,-1.611906447
0.321963706,0.214282381,0.802393492,8,0.956456717,0.971397335,2.29513464,-1.085374783,-3.029432499,0.588715171,-0.830705515
0.355290407,0.337447054,0.864363183,5,1.732568105,0.871891964,2.894642378,-0.613405568,-2.230045608,-0.983666117,-3.520267117
0.578428951,0.174448071,0.125327039,5,0.700835726,2.4545519,2.440819107,0.230549534,-3.32939617,4.021532475,1.976670526
0.642857511,0.154718721,0.609808126,9,1.743535099,0.856288199,2.767457355,0.758622973,-1.949156631,0.335849017,-3.556771743
0.69279952,0.154607507,0.159200155,7,0.977534874,1.666321446,2.018292359,1.071770188,-2.328920686,1.893014062,-1.272615303
0.460257286,0.719936543,0.483354794,7,1.87462973,0.525985732,2.531387526,-0.119726371,-1.712708538,-0.539559938,-3.236117496
0.103373974,0.311098612,0.685327968,5,1.384297265,2.121641829,3.670176268,-2.04371974,-3.227381064,-2.160756167,-4.170034695
0.043541208,0.175980161,0.201508263,13,0.506698474,3.240826339,4.200812357,-3.640849251,-6.467893753,4.043790504,3.416302128
0.349272097,0.654642554,0.656283982,6,1.801264253,0.918864974,2.701593093,-0.689717475,-1.983784939,-1.040308231,-3.338710038
0.511319336,0.293568253,0.065200004,7,1.188258322,0.496359679,3.321756323,0.164031684,-2.605718108,-0.272536521,-4.047188847
0.054478806,0.891344416,0.949508814,10,0.673808086,2.600031996,2.884330838,-3.146126614,-3.741746424,2.712896531,3.150721662
0.475231218,0.853767821,0.00928493,8,1.103909331,0.497809276,2.549488417,-0.090277722,-1.952126959,-0.501277214,-3.190532213
0.709253487,0.341143583,0.110818989,11,1.419474621,1.062600115,2.874354552,0.963534208,-2.008995602,0.518623311,-3.680352108
0.651286194,0.618304585,0.888028116,4,1.214047588,1.185727062,1.740410442,1.121750253,-0.595029665,0.701236079,-2.403103337
0.750816438,0.739674437,0.331057518,4,0.624981327,3.420010866,2.437411233,1.214703897,-1.422380513,5.199516016,3.587630427
0.186984664,0.233220289,0.851888619,4,0.903055971,1.479422891,2.396471044,-1.839876237,-3.419776238,0.808782409,-0.044055326
0.337330965,0.85574085,0.149595861,13,1.33942342,1.195960949,3.161768626,-1.02843445,-2.506093385,-1.335541599,-3.803678442
0.529010166,0.071215206,0.999526762,11,1.274580478,0.519744153,2.909107782,0.032870014,-2.195157839,-0.42452046,-3.592154691
0.139876186,0.480032572,0.047925894,6,1.896623343,1.948341961,3.976116342,-1.856747393,-3.502226766,-2.008331577,-4.50255002
0.126030196,0.684035511,0.73629015,5,1.202873982,2.00831218,3.070178246,-1.91877483,-2.54477683,-2.058903737,-3.60562111
0.180261313,0.775923638,0.91005695,3,0.517159709,2.930243664,3.508888013,-2.613698877,-3.880913053,4.307810397,4.625151219
0.43663003,0.167256272,0.621089232,12,1.360418052,0.763474538,3.355849817,-0.493037213,-2.728278122,-0.882201022,-3.996636495
0.241344215,0.727528611,0.575907903,3,1.54463167,1.411301037,2.881136035,-1.259984509,-2.242892971,-1.50410257,-3.464742365
0.494513905,0.932687583,0.48111334,8,1.235392508,0.477877748,2.216378204,0.015677241,-1.317984762,-0.42047259,-2.948218794
0.640096297,0.814378457,0.10250677,8,1.476731708,0.892281604,2.315711685,0.807908013,-1.34529227,0.398451279,-3.118187837
0.12792189,0.179143907,0.555947106,3,1.676826705,1.988851577,3.898752712,-1.902682082,-3.462873388,-2.041570314,-4.396470669
0.071346119,0.03146037,0.090421475,11,0.814323265,2.116260889,3.459528558,-2.758210508,-5.2098097,1.389976333,0.141021691
0.581598193,0.756592605,0.80474614,3,0.843107686,1.912876967,1.486763448,0.434716105,-1.144367011,2.885727864,1.70188905
0.985846397,0.385105423,0.731801343,13,1.609173715,2.295129536,1.847488474,2.16079726,-0.602177485,1.84838185,-2.245154443
0.037531995,0.175388871,0.377147078,3,1.873765818,2.44455025,4.258324739,-2.39851219,-3.880872786,-2.450389874,-4.717476558
0.781822259,0.056770839,0.700959337,9,1.036820957,1.769108319,1.795465874,1.455202001,-1.651720129,1.696980278,-1.779580636
0.241036589,0.881189302,0.781818442,13,1.005006799,1.322230743,1.991322475,-1.60991951,-2.379557603,-0.414334972,-1.186673686
0.178557187,0.222107083,0.326569371,13,0.701213893,2.252466482,3.219859603,-2.436023025,-4.907693091,2.737594475,1.816716207
0.805331634,0.592091506,0.482395754,5,1.660341439,2.040935755,1.761588848,1.972525596,-0.490035505,1.647620761,-2.262569107
0.564620789,0.417680623,0.635687914,10,0.639198906,2.529260223,2.573064863,-0.274908142,-2.933487198,4.282065716,3.123159539
0.668962534,0.190686679,0.714242531,4,0.748869702,2.622918214,1.9446937,0.86683628,-2.127651224,3.977629664,2.126892135
0.792314594,0.53452852,0.25636337,12,1.825077629,1.388295716,2.367726095,1.301811269,-1.372964828,0.876990646,-3.122953017
0.2857981,0.233019952,0.635647067,6,1.812237461,1.22260274,3.434479443,-1.047662413,-2.877727484,-1.342165386,-4.014233093
0.848676852,0.410470217,0.499308141,12,1.554109862,1.675757509,2.195358045,1.588645093,-1.150560266,1.193252913,-2.883132455
0.847276088,0.106637396,0.836969858,8,1.336238769,2.031810216,2.06777997,1.938482948,-1.022768385,1.654260874,-2.712764772
0.167485163,0.647338234,0.619261205,8,1.049512733,1.630425546,2.603061783,-1.812173964,-2.789876616,-1.216268561,-2.347279721
0.779113195,0.960051392,0.413564084,7,1.303984232,1.734166862,1.576089807,1.66001556,-0.214254338,1.318669977,-2.020199158
0.703342678,0.726378031,0.875956351,6,1.303629744,1.383316269,1.596034086,1.32471121,-0.345201805,0.933838528,-2.165286223
0.883282905,0.007343396,0.687965328,4,1.254967185,2.58040963,2.053262555,2.46126881,-0.919986127,2.23649095,-2.621389123
0.534435682,0.832262195,0.415284544,4,1.286456048,0.630253895,2.147979064,0.447791454,-1.16454862,-0.008010433,-2.874918515
