feature_id,nwm_time,U2D,V2D,LWDOWN,T2D,Q2D,PSFC,SWDOWN
23774053,2019-07-01_00:00:00,3.2878668308258057,-3.774113655090332,294.7112731933594,292.44879150390625,0.0071832588873803616,87935.53125,565.5371704101562
23773987,2019-07-01_00:00:00,3.2043871879577637,-3.7666432857513428,302.2577819824219,293.6459045410156,0.00833416823297739,90025.640625,566.4685668945312
23773961,2019-07-01_00:00:00,3.2186927795410156,-3.7575252056121826,307.1696472167969,294.9286193847656,0.007941356860101223,91507.25,571.9816284179688
23774027,2019-07-01_00:00:00,3.4362194538116455,-3.808056116104126,312.304443359375,295.773681640625,0.007740984670817852,91946.71875,578.620849609375
23773419,2019-07-01_00:00:00,3.190887212753296,-3.766301155090332,293.2366943359375,291.85321044921875,0.00784798339009285,87941.8046875,561.4915161132812
23773417,2019-07-01_00:00:00,3.2643136978149414,-3.774113655090332,312.2980041503906,295.4043884277344,0.008905446156859398,91995.0,568.2726440429688
23773415,2019-07-01_00:00:00,3.3171639442443848,-3.775290012359619,308.23504638671875,294.8171691894531,0.008209790103137493,91304.984375,573.0200805664062
23773413,2019-07-01_00:00:00,3.3678786754608154,-3.773122787475586,321.2886047363281,297.3785400390625,0.008477222174406052,94268.4375,577.5941162109375
23773411,2019-07-01_00:00:00,3.452016592025757,-3.805143356323242,311.0506896972656,295.4981384277344,0.007684743031859398,91579.0,581.2680053710938
23773423,2019-07-01_00:00:00,3.193925380706787,-3.7616000175476074,301.0787048339844,293.7159729003906,0.007781927473843098,90085.15625,570.9534912109375
23773421,2019-07-01_00:00:00,3.303180456161499,-3.7677178382873535,318.11553955078125,296.8817138671875,0.00836328323930502,93698.28125,573.6456298828125
23774053,2019-07-01_01:00:00,3.1101908683776855,-2.849283218383789,300.1054382324219,292.75408935546875,0.007178809493780136,87904.53125,423.45416259765625
23773987,2019-07-01_01:00:00,2.989537000656128,-2.8617143630981445,305.9649963378906,293.62091064453125,0.00818606372922659,90026.640625,423.7053527832031
23773961,2019-07-01_01:00:00,3.02203106880188,-2.842876434326172,309.6746520996094,294.5531921386719,0.007889707572758198,91492.25,425.25885009765625
23774027,2019-07-01_01:00:00,3.333319902420044,-2.861193895339966,315.884765625,295.6983642578125,0.007544493302702904,91915.71875,429.8667297363281
23773419,2019-07-01_01:00:00,2.966465473175049,-2.858501434326172,295.1643981933594,291.6351318359375,0.007378207985311747,87929.234375,421.796630859375
23773417,2019-07-01_01:00:00,3.084674119949341,-2.858501434326172,316.0539245605469,295.36370849609375,0.008704723790287971,91980.0,424.3333435058594
23773415,2019-07-01_01:00:00,3.158433437347412,-2.8466951847076416,311.5776672363281,294.6994934082031,0.008046670816838741,91280.125,426.0956726074219
23773413,2019-07-01_01:00:00,3.2397701740264893,-2.841885566711426,324.4805908203125,297.07684326171875,0.008484742604196072,94269.4375,429.0184020996094
23773411,2019-07-01_01:00:00,3.36378812789917,-2.8526995182037354,315.06463623046875,295.51995849609375,0.0074992794543504715,91548.0,431.45294189453125
23773423,2019-07-01_01:00:00,2.9841253757476807,-2.858501434326172,303.3569030761719,293.3539123535156,0.007661878596991301,90064.2109375,424.9981384277344
23773421,2019-07-01_01:00:00,3.134244203567505,-2.842876434326172,321.2644348144531,296.6114807128906,0.008351202122867107,93694.0390625,426.32720947265625
23774053,2019-07-01_02:00:00,2.9411606788635254,-1.9357852935791016,297.9173278808594,291.53009033203125,0.006789092440158129,87919.84375,273.659912109375
23773987,2019-07-01_02:00:00,2.774070978164673,-1.9595649242401123,305.7920837402344,292.7613830566406,0.007878266274929047,90027.0078125,273.9093933105469
23773961,2019-07-01_02:00:00,2.8224666118621826,-1.9525599479675293,309.2594909667969,293.7164306640625,0.007489405106753111,91504.25,275.13714599609375
23774027,2019-07-01_02:00:00,3.232309579849243,-1.9123477935791016,314.1884765625,294.5684509277344,0.007139414548873901,91930.03125,278.11285400390625
23773419,2019-07-01_02:00:00,2.742243766784668,-1.9568489789962769,294.85101318359375,290.6771545410156,0.007263596169650555,87941.234375,272.59747314453125
23773417,2019-07-01_02:00:00,2.904059886932373,-1.9387922286987305,314.9349670410156,294.364990234375,0.008303966373205185,91992.0,274.3606262207031
23773415,2019-07-01_02:00:00,3.008457660675049,-1.9346089363098145,310.39111328125,293.6815185546875,0.007636512629687786,91301.984375,275.6248474121094
23773413,2019-07-01_02:00:00,3.1024398803710938,-1.926971197128296,323.5715637207031,296.1512451171875,0.007996638305485249,94280.4140625,277.6492004394531
23773411,2019-07-01_02:00:00,3.27204966545105,-1.9080837965011597,313.1876525878906,294.349365234375,0.007090892177075148,91560.0,279.21612548828125
